style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
535,2026-05-31,EOG,US26875P1012,01647801,,,,,,,-0.0007730803175737824,-0.001121455751822221,,,-0.003786111298886986,,,,-0.0011718915925126383,,,,,,,-0.0004712500233721035,,,,,,,,,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,-0.0013105769880762642,-0.010804268828531154,,,,-0.0007650691225730178,-0.0019093750946973158,-0.00240747294548792,,,,,,,,,-0.002060348939394313,-0.0006008377511517467
536,2026-05-31,EPI A,SE0015658109,32746601W,,,,,-0.0010374122294374176,,-0.0007730803175737824,,,,0.001276585077722701,,,,-0.0011718915925126383,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,-0.0009286688091609587,-0.0013342621143667991,,,-0.0011476036838595266,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,,-0.0011596204763606737,,,,,,-0.002060348939394313,-0.0002013981112761185
537,2026-05-31,EPI B,SE0015658117,32746602W,,,,,,,,,,,0.001276585077722701,,,,-0.0011718915925126383,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,-0.0009286688091609587,-0.0013342621143667991,,,-0.0011476036838595266,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,,,,,,,,-0.002060348939394313,-0.0001354383704537824
538,2026-05-31,EQIX,US29444U7000,13874301,,,,,,,,,,0.004867857384283267,,,,,,,,,,0.0025312858398272987,0.0025312858398272987,,-0.0014914983904706306,,,0.006328214599568247,,-0.003885745806752432,-0.0009286688091609587,0.002636756083153436,-0.0023071615727592565,,,,,,,,0.002953166813131849,-0.0019093750946973158,,,-0.0011565927466573819,-0.0011596204763606737,,,,,-0.0013672068579314114,,3.898105143090169e-05
539,2026-05-31,EQNR,NO0010096985,22054601W,,,,,-0.0010374122294374176,,-0.0007730803175737824,-0.001121455751822221,,,,,,,0.0022600766427029453,,,,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,,-0.003885745806752432,,,,0.0021296876056239294,-0.0011476036838595266,-0.0013105769880762642,,,,,-0.0007650691225730178,,,,,-0.0011596204763606737,,,,,-0.0013672068579314114,0.0020413595482478217,8.290843542213941e-06
540,2026-05-31,EQR,US29476L1070,02873301,,,,,,,,,,,,,0.0022038558306954094,,,,,,,,,,,,,-0.002171446186126359,,,,,,,,,,,,,-0.0007650691225730178,,,,-0.0011565927466573819,,,,,,,,-2.6953893200930036e-05
541,2026-05-31,EQT,SE0012853455,33386601W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,-0.0007730803175737824,-0.001121455751822221,,,,,,,,-0.0010751820921596534,,,-0.0016653196314653281,,,-0.0004712500233721035,-0.0014914983904706306,,,,,,-0.0009286688091609587,,,,-0.0011476036838595266,,,,-0.0006986987728229925,-0.000715630083957637,,,,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,-0.0028214969552215114,,-0.0028764611816219305,,-0.002060348939394313,-0.0005415742853488772
542,2026-05-31,EQT,US26884L1098,00443001,,,,,,,0.0022833764019060685,,,,0.001276585077722701,,,,,,,,,-0.002545833459596421,-0.0025169035339191893,0.0018534519747689425,,,,,,,,,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,0.003851956712780672,-0.010804268828531154,,,,0.002953166813131849,,,,,,,,,,0.002684697102847135,-0.002060348939394313,6.197721653415144e-05
543,2026-05-31,ERF,FR0014000MR3,22581601W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,,,-0.0015652827631440892,,,,,,,-0.0010751820921596534,0.003257169279189539,-0.0023192409527213473,,,,-0.0004712500233721035,,-0.003955134124730154,,,0.005986148945537531,,0.0018380706305799886,,-0.0023071615727592565,,-0.0011476036838595266,,,-0.0008754447074501527,,,,,,,0.003407500168998287,,-0.0015016102439653466,,,,,,-0.00018165206369975917
544,2026-05-31,ERIC B,SE0000108656,00443906W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,0.0022833764019060685,-0.001121455751822221,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,-0.0022148751098488863,-0.0036914585164148105,-0.0011718915925126383,,,-0.0023192409527213473,,0.0025312858398272987,0.0025312858398272987,0.0018534519747689425,,,,,,,-0.0009286688091609587,-0.0013342621143667991,-0.0023071615727592565,-0.002150364184319307,-0.0011476036838595266,,,0.0025904972045016216,0.002060348939394313,0.002109404866522749,-0.0007650691225730178,,,,,-0.0011596204763606737,,,,,,,-0.00020888915374607492
545,2026-05-31,ERIE,US29530P1021,06138001,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,-0.0007730803175737824,,,,-0.003786111298886986,,,,,-0.0010751820921596534,,,,,,-0.0004712500233721035,-0.0014914983904706306,,,-0.002171446186126359,,,,,,,,,,,-0.0006986987728229925,-0.000715630083957637,,-0.0019093750946973158,-0.00240747294548792,-0.002237247585705946,-0.0011565927466573819,,-0.0015016102439653466,-0.0028214969552215114,,-0.0028764611816219305,,-0.002060348939394313,-0.0006083357582286953
546,2026-05-31,ES,US30040W1080,00797001,-0.0025904972045016216,,-0.0006641304677208055,,-0.0010374122294374176,-0.0050338070678383785,-0.0007730803175737824,,,,0.001276585077722701,,,,,,,,,,,-0.0004712500233721035,,0.0013302553212305624,0.010804268828531154,-0.002171446186126359,,,0.0018380706305799886,,0.002295207367719053,,,-0.0013105769880762642,,0.0025904972045016216,,0.002109404866522749,,0.005468827431725646,,0.004429750219697773,,0.0022600766427029453,0.004429750219697773,0.005537187774622216,0.008859500439395545,-0.0028764611816219305,,,0.0007012874810323666
547,2026-05-31,ESLT,IL0010811243,06538001W,,,,,-0.0010374122294374176,,,,,,0.001276585077722701,,,,,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,,,,,,0.003851956712780672,,,,,0.002953166813131849,,,,,-0.0011596204763606737,,,,,-0.0013672068579314114,,9.691402307271427e-05
548,2026-05-31,ESS,US2971781057,03029301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007650691225730178,-0.0019093750946973158,,,-0.0011565927466573819,-0.0011596204763606737,,,,,,,-0.00014152178038982582
549,2026-05-31,ESSITY B,SE0009922164,32477001W,,,-0.0006641304677208055,-0.001069987975772409,,,,,,,,,-0.0022148751098488863,,-0.0011718915925126383,,-0.0016590824792875555,,-0.0016653196314653281,,,0.0018534519747689425,-0.0014914983904706306,,,,-0.005986148945537531,,-0.0009286688091609587,,,,-0.0011476036838595266,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,0.004429750219697773,0.003407500168998287,0.0022600766427029453,0.004429750219697773,,0.008859500439395545,,0.002684697102847135,,0.00043279990708819805
550,2026-05-31,ETN,IE00B8KQN827,00419901,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,-0.0050338070678383785,-0.0007730803175737824,,,,0.001276585077722701,,,,-0.0011718915925126383,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,,,,,-0.0011476036838595266,-0.0013105769880762642,,,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,-0.0019093750946973158,-0.00240747294548792,,,-0.0011596204763606737,,,,,-0.0013672068579314114,,-0.0005069504746571886
551,2026-05-31,ETR,US29364G1031,00736601,,,-0.0006641304677208055,,,,-0.0007730803175737824,-0.001121455751822221,,,-0.003786111298886986,,0.0022038558306954094,,,,,,,,,-0.0004712500233721035,,-0.003955134124730154,0.010804268828531154,-0.002171446186126359,,,,,,,,,,0.0025904972045016216,,0.002109404866522749,,-0.0019093750946973158,,-0.002237247585705946,-0.0011565927466573819,,-0.0015016102439653466,-0.0028214969552215114,-0.004520153285405891,-0.0028764611816219305,,,-0.0005496071258569361
552,2026-05-31,EVD,DE0005470306,23491901W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,-0.0007730803175737824,,,-0.0012729167297982106,,-0.0018770128049566833,,-0.0036914585164148105,-0.0011718915925126383,,-0.0016590824792875555,,-0.0016653196314653281,,,-0.0004712500233721035,,,,,,-0.003885745806752432,,,,,,,,,-0.0006986987728229925,-0.000715630083957637,,,,,,,,,,,-0.0013672068579314114,,-0.0006399275105745901
553,2026-05-31,EVK,DE000EVNK013,29542101W,,,,0.002109404866522749,-0.0010374122294374176,,-0.0007730803175737824,,,-0.0012729167297982106,,-0.0018770128049566833,,,,-0.0010751820921596534,,,,,,-0.0004712500233721035,,,,,,,-0.0009286688091609587,-0.0013342621143667991,,-0.002150364184319307,-0.0011476036838595266,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,0.003407500168998287,-0.0011596204763606737,,0.005537187774622216,0.008859500439395545,,-0.0013672068579314114,,0.00020684402438609105
554,2026-05-31,EVN,AU000000EVN4,25335001W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,,,,0.004867857384283267,,0.005468827431725646,0.0022038558306954094,,0.0022600766427029453,-0.0010751820921596534,-0.0016590824792875555,,0.003305783746043114,,,0.0018534519747689425,,,,,,0.003885745806752432,,0.002636756083153436,0.002295207367719053,0.0021296876056239294,,0.003851956712780672,,0.0025904972045016216,,,0.002953166813131849,,,,,0.0022600766427029453,,,,,,,0.0005092029776833175
555,2026-05-31,EVO,SE0012673267,31943201W,,-0.0007730803175737824,-0.0006641304677208055,,,,0.0022833764019060685,-0.001121455751822221,0.00606815098588736,0.004867857384283267,,0.005468827431725646,-0.0022148751098488863,-0.0036914585164148105,,0.0035156747775379146,,,-0.0016653196314653281,-0.002545833459596421,-0.0025169035339191893,-0.0004712500233721035,-0.0014914983904706306,,,,,,-0.0009286688091609587,-0.0013342621143667991,,,-0.0011476036838595266,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,,,,,,,0.002684697102847135,-0.002060348939394313,-0.0005586868776445717
556,2026-05-31,EVRG,US30034W1062,00633801,-0.0025904972045016216,,-0.0006641304677208055,,,,-0.0007730803175737824,-0.001121455751822221,,,,,0.0022038558306954094,,,,,,,,,-0.0004712500233721035,,,,-0.002171446186126359,,,-0.0009286688091609587,,,,,,-0.010804268828531154,-0.0008754447074501527,,-0.000715630083957637,,-0.0019093750946973158,,,-0.0011565927466573819,,-0.0015016102439653466,,,,,,-0.000487272881918563
557,2026-05-31,EW,US28176E1082,13336601,,,,0.002109404866522749,-0.0010374122294374176,,,,-0.0015652827631440892,,,,0.0022038558306954094,0.003660950594791548,,0.0035156747775379146,,-0.0023192409527213473,,,-0.0025169035339191893,-0.0004712500233721035,-0.0014914983904706306,0.0013302553212305624,,,,,,0.002636756083153436,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,,,,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,,,,,-0.002060348939394313,9.951303771418598e-05
558,2026-05-31,EXC,US30161N1019,00853901,0.0050338070678383785,,-0.0006641304677208055,,,,0.0022833764019060685,0.0032812964590353873,,,0.001276585077722701,,,,,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,-0.002171446186126359,,,,,,,,,,-0.0008754447074501527,,,,-0.0019093750946973158,,0.004429750219697773,,0.0022600766427029453,0.004429750219697773,0.005537187774622216,,,,,0.0005275047173335848
559,2026-05-31,EXE,US1651677353,02778621,-0.0025904972045016216,,,,,,,-0.001121455751822221,,,-0.003786111298886986,,0.0022038558306954094,,,,,,,,,0.0018534519747689425,,,,,,,,,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,0.003851956712780672,,,,,-0.0007650691225730178,0.005468827431725646,,,,0.0022600766427029453,,,,,0.002684697102847135,-0.002060348939394313,0.0004211810557301765
560,2026-05-31,EXO,NL0012059018,01633102W,,0.002295207367719053,0.00196006646889282,0.002109404866522749,,,0.0022833764019060685,-0.001121455751822221,,,,,-0.0022148751098488863,,,0.0035156747775379146,,,,,,0.0018534519747689425,-0.0014914983904706306,,,-0.002171446186126359,,,-0.0009286688091609587,,,0.0021296876056239294,0.0022600766427029453,,,,-0.0006986987728229925,-0.000715630083957637,,,,-0.002237247585705946,-0.0011565927466573819,,-0.0015016102439653466,,,0.005679166948330478,,-0.002060348939394313,0.00016182905237982893
561,2026-05-31,EXPD,US3021301094,00449401,,-0.0007730803175737824,-0.0006641304677208055,,-0.0010374122294374176,,-0.0007730803175737824,,,,0.001276585077722701,,,,,,,,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,,,,0.002636756083153436,0.002295207367719053,,,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,0.005468827431725646,-0.00240747294548792,,,-0.0011596204763606737,,,,,,,0.0002766031639950287
562,2026-05-31,EXPE,US30212P3038,12629602,0.0050338070678383785,0.002295207367719053,0.00196006646889282,0.002109404866522749,0.0020319955136228317,0.0050338070678383785,,,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,-0.0022148751098488863,,,0.0035156747775379146,0.003257169279189539,,0.003305783746043114,,0.0025312858398272987,-0.0004712500233721035,0.004342892372252718,,-0.010547024332613744,,,,,0.002636756083153436,,0.0021296876056239294,,0.003851956712780672,-0.010804268828531154,-0.0008754447074501527,,,0.002953166813131849,0.005468827431725646,-0.00240747294548792,,,,,,,,0.002684697102847135,0.0020413595482478217,0.0008715065088131361
563,2026-05-31,EXPN,GB00B19NLV48,27932701W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,-0.0007730803175737824,,,,0.001276585077722701,,,,,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,,,,,,-0.0013105769880762642,,,,,-0.0007650691225730178,,,,,,,,,,,,-7.404849851700324e-05
564,2026-05-31,EXR,US30225T1025,16047901,,,,,,,,,,,,,-0.0022148751098488863,,,,,,,,,,,,,-0.002171446186126359,,,,-0.0013342621143667991,,,,,,,,,-0.0007650691225730178,-0.0019093750946973158,,,-0.0011565927466573819,-0.0011596204763606737,,,,,-0.0013672068579314114,,-0.00025322193996754687
565,2026-05-31,F,US3453708600,00483901,,,,,0.0020319955136228317,0.0050338070678383785,0.0022833764019060685,0.0032812964590353873,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,-0.0022148751098488863,,,-0.0010751820921596534,0.003257169279189539,,-0.0016653196314653281,,,-0.0004712500233721035,-0.0014914983904706306,,0.010804268828531154,,0.005986148945537531,0.003885745806752432,,,,0.0021296876056239294,0.0022600766427029453,-0.0013105769880762642,0.013028677116758156,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,,,,,,,,,,,0.0020413595482478217,0.0006776802110586744
566,2026-05-31,F34,SG1T56930848,24611601W,,,0.00196006646889282,0.002109404866522749,-0.0010374122294374176,,,,,,,,,-0.0036914585164148105,-0.0011718915925126383,,-0.0016590824792875555,,-0.0016653196314653281,0.0025312858398272987,,-0.0004712500233721035,-0.0014914983904706306,0.0013302553212305624,,,,0.003885745806752432,0.0018380706305799886,,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,,,-0.0008754447074501527,,,-0.0007650691225730178,,,0.004429750219697773,-0.0011565927466573819,-0.0011596204763606737,0.004429750219697773,0.005537187774622216,,0.005679166948330478,-0.0013672068579314114,,0.00014488093667834026
567,2026-05-31,FANG,US25278X1090,17075001,0.0050338070678383785,,,,,,-0.0007730803175737824,-0.001121455751822221,,,-0.003786111298886986,,,,,,,,,-0.002545833459596421,-0.0025169035339191893,-0.0004712500233721035,,-0.003955134124730154,,,,,,,0.002295207367719053,,0.0022600766427029453,-0.0013105769880762642,,,,,-0.0007650691225730178,0.005468827431725646,-0.00240747294548792,,,-0.0011596204763606737,,,,,-0.0013672068579314114,,-0.00027958572523803656
568,2026-05-31,FAST,US3119001044,01422501,,-0.0007730803175737824,,,-0.0010374122294374176,-0.0050338070678383785,-0.0007730803175737824,,,,-0.003786111298886986,,,,0.0022600766427029453,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,,,,,0.002636756083153436,0.002295207367719053,,,-0.0013105769880762642,,0.0025904972045016216,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,0.005468827431725646,-0.00240747294548792,,,-0.0011596204763606737,,,,,-0.0013672068579314114,-0.002060348939394313,-0.00014996437833666014
569,2026-05-31,FBK,IT0000072170,31791101W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,,,,,0.001276585077722701,,,,,-0.0010751820921596534,0.003257169279189539,,,,,-0.0004712500233721035,,,,-0.002171446186126359,,,-0.0009286688091609587,,,,,,,,-0.0006986987728229925,,,,,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,,,-0.0028764611816219305,,,-0.00025522478201356764
570,2026-05-31,FCNC.A,US31946M1036,00469001,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,0.0022833764019060685,0.0032812964590353873,,,-0.003786111298886986,,-0.0022148751098488863,,,-0.0010751820921596534,,,,,,-0.0004712500233721035,,,,,,,,,,,,,,,-0.0006986987728229925,,,,-0.00240747294548792,,,-0.0011596204763606737,,,,0.005679166948330478,,,9.748302325125872e-05
571,2026-05-31,FCX,US35671D8570,01459002,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,,0.0020319955136228317,,,,,-0.0012729167297982106,,,0.0022038558306954094,,-0.0011718915925126383,-0.0010751820921596534,,,,,,-0.0004712500233721035,,,,,,,-0.0009286688091609587,-0.0013342621143667991,-0.0023071615727592565,,-0.0011476036838595266,-0.0013105769880762642,0.013028677116758156,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,-0.0019093750946973158,0.004662894968102919,,,0.0022600766427029453,,-0.0028214969552215114,-0.004520153285405891,,-0.0013672068579314114,,-7.282895252985306e-05
572,2026-05-31,FDX,US31428X1063,00459801,0.0050338070678383785,0.002295207367719053,0.00196006646889282,0.002109404866522749,,,0.0022833764019060685,,,,,,,,,,,,,,0.0025312858398272987,-0.0004712500233721035,,,,,,,,,,,,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,-0.0019093750946973158,0.004662894968102919,,,,,,,,,,0.0002492366567594968
573,2026-05-31,FE,US3379321074,00809901,,,-0.0006641304677208055,,,,-0.0007730803175737824,,,,,,,,,,,,,,,-0.0004712500233721035,,0.0013302553212305624,,-0.002171446186126359,,,0.0018380706305799886,,,,,-0.0013105769880762642,0.013028677116758156,-0.0008754447074501527,,-0.000715630083957637,,-0.0019093750946973158,,,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,,-0.004520153285405891,-0.0028764611816219305,,,-0.00017083385330684089
574,2026-05-31,FER,NL0015001FS8,27121701W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,,,,,0.001276585077722701,,,,-0.0011718915925126383,,,,,,,-0.0004712500233721035,,,,,,,-0.0009286688091609587,,,,,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,,,,,,,,0.0020413595482478217,-0.00013462602296457907
575,2026-05-31,FERG,US31488V1070,10064401,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,-0.0007730803175737824,,,,0.001276585077722701,,,,-0.0011718915925126383,,,,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,,,,,,,,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,,,,,,,,,,-0.0013672068579314114,,3.7227730221133785e-05
576,2026-05-31,FFH,CA3039011026,01642801C,,0.002295207367719053,0.00196006646889282,0.002109404866522749,,,-0.0007730803175737824,,,,-0.003786111298886986,,,,0.0022600766427029453,-0.0010751820921596534,,,-0.0016653196314653281,,,-0.0004712500233721035,,,,-0.002171446186126359,,,0.0018380706305799886,,,-0.002150364184319307,-0.0011476036838595266,,,,0.002060348939394313,,,,,0.004429750219697773,0.003407500168998287,,0.004429750219697773,0.005537187774622216,,0.005679166948330478,,,0.000594610021484172
577,2026-05-31,FFIV,US3156161024,12107701,,,-0.0006641304677208055,,-0.0010374122294374176,-0.0050338070678383785,,0.0032812964590353873,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,-0.0022148751098488863,,-0.0011718915925126383,,,-0.0023192409527213473,,,,-0.0004712500233721035,,,,,,,,,,,,,,-0.0008754447074501527,,,-0.0007650691225730178,-0.0019093750946973158,-0.00240747294548792,,,-0.0011596204763606737,,,,,,,-0.000371890823603442
578,2026-05-31,FGR,FR0000130452,22230701W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,0.0022833764019060685,,,,0.001276585077722701,,,,,,,,,,0.0025312858398272987,-0.0004712500233721035,,0.0013302553212305624,,,,,0.0018380706305799886,-0.0013342621143667991,,-0.002150364184319307,-0.0011476036838595266,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,,,,,0.0022600766427029453,,,,,0.002684697102847135,0.0020413595482478217,0.0002220662763386464
579,2026-05-31,FI,US3377381088,01263501,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,,,,,-0.003786111298886986,,,,,-0.0010751820921596534,,,-0.0016653196314653281,,,-0.0004712500233721035,-0.0014914983904706306,,,,,,,,,,-0.0011476036838595266,,,,,,,-0.0019093750946973158,,0.004429750219697773,,,0.004429750219697773,0.005537187774622216,,0.005679166948330478,,-0.002060348939394313,0.00016038382272692662
580,2026-05-31,FICO,US3032501047,01382401,,,,,0.0020319955136228317,0.0050338070678383785,,-0.001121455751822221,0.00606815098588736,0.004867857384283267,,0.005468827431725646,,,-0.0011718915925126383,,,0.009040306570811781,,0.0025312858398272987,-0.0025169035339191893,-0.0004712500233721035,,,,,,,,,,,,,,0.0025904972045016216,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,-0.0019093750946973158,-0.00240747294548792,,,0.0022600766427029453,,,,,,,0.00023215023909306976
581,2026-05-31,FIS,US31620M1062,16599301,,-0.0007730803175737824,-0.0006641304677208055,,0.0020319955136228317,0.0050338070678383785,-0.0007730803175737824,-0.001121455751822221,,,,,,,,-0.0010751820921596534,,,,,,-0.0004712500233721035,-0.0014914983904706306,,,-0.002171446186126359,,,,,,,,,,,-0.0006986987728229925,-0.000715630083957637,,0.005468827431725646,0.004662894968102919,-0.002237247585705946,-0.0011565927466573819,-0.0011596204763606737,-0.0015016102439653466,,,-0.0028764611816219305,,-0.002060348939394313,4.3228000014342064e-05
582,2026-05-31,FITB,US3167731005,00464001,0.0050338070678383785,0.002295207367719053,,-0.001069987975772409,,,-0.0007730803175737824,-0.001121455751822221,,,,,-0.0022148751098488863,,,-0.0010751820921596534,,,,,,-0.0004712500233721035,,,,-0.002171446186126359,,,-0.0009286688091609587,,,,,,,,-0.0006986987728229925,,,,-0.00240747294548792,,-0.0011565927466573819,,-0.0015016102439653466,,,,,,-0.0001553834983020025
583,2026-05-31,FIX,US1999081045,06499701,0.0050338070678383785,0.002295207367719053,0.00196006646889282,0.002109404866522749,0.0020319955136228317,0.0050338070678383785,0.0022833764019060685,,,,,,,,-0.0011718915925126383,,,,,0.0025312858398272987,0.0025312858398272987,0.0018534519747689425,,0.0013302553212305624,,,,,,0.002636756083153436,0.002295207367719053,0.0021296876056239294,,0.003851956712780672,,0.0025904972045016216,,,0.002953166813131849,0.005468827431725646,,,,,,,,,,,0.0011267089177577373
584,2026-05-31,FLEX,SG9999000020,03017001,,,,,-0.0010374122294374176,,,,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,,,-0.0011718915925126383,,,-0.0023192409527213473,,0.0025312858398272987,0.0025312858398272987,-0.0004712500233721035,,,,,,,0.0018380706305799886,-0.0013342621143667991,-0.0023071615727592565,,-0.0011476036838595266,,,-0.0008754447074501527,-0.0006986987728229925,,-0.0007650691225730178,-0.0019093750946973158,-0.00240747294548792,,,,,,,,,0.0020413595482478217,-0.00012441341917741232
585,2026-05-31,FLUT,IE00BWT6H894,24317401,-0.0025904972045016216,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,0.0050338070678383785,,-0.001121455751822221,-0.0015652827631440892,-0.0012729167297982106,,-0.0018770128049566833,,,,-0.0010751820921596534,0.003257169279189539,,0.003305783746043114,-0.002545833459596421,,0.0018534519747689425,0.004342892372252718,,-0.010547024332613744,,,,0.0018380706305799886,-0.0013342621143667991,,-0.002150364184319307,-0.0011476036838595266,-0.0013105769880762642,-0.010804268828531154,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,-0.0007650691225730178,-0.0019093750946973158,-0.00240747294548792,,,,,,,,,,-0.0002828173111241013
586,2026-05-31,FM,CA3359341052,10646401C,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,0.0020319955136228317,,-0.0007730803175737824,-0.001121455751822221,,-0.0012729167297982106,,,0.0022038558306954094,-0.0036914585164148105,,-0.0010751820921596534,,,-0.0016653196314653281,,,-0.0004712500233721035,,,-0.010547024332613744,,,,,0.002636756083153436,0.002295207367719053,0.0021296876056239294,0.0022600766427029453,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,,,,-0.0011565927466573819,-0.0011596204763606737,,-0.0028214969552215114,-0.004520153285405891,,0.002684697102847135,,-0.0005167444843869813
587,2026-05-31,FME,DE0005785802,21278201W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,,,,,-0.0015652827631440892,,,,,,-0.0011718915925126383,-0.0010751820921596534,-0.0016590824792875555,-0.0023192409527213473,-0.0016653196314653281,,,-0.0004712500233721035,,,,,0.005986148945537531,0.003885745806752432,0.0018380706305799886,,,0.0021296876056239294,,,,,0.002060348939394313,0.002109404866522749,,,,0.004429750219697773,0.003407500168998287,0.0022600766427029453,0.004429750219697773,,,,0.002684697102847135,,0.00040006298809118636
588,2026-05-31,FMG,AU000000FMG4,21242701W,,-0.0007730803175737824,-0.0006641304677208055,-0.001069987975772409,-0.0010374122294374176,,-0.0007730803175737824,-0.001121455751822221,,0.004867857384283267,,0.005468827431725646,0.0022038558306954094,0.003660950594791548,-0.0011718915925126383,-0.0010751820921596534,-0.0016590824792875555,,0.003305783746043114,,,-0.0004712500233721035,,,,,,,-0.0009286688091609587,,0.002295207367719053,,0.0022600766427029453,-0.0013105769880762642,,-0.0008754447074501527,-0.0006986987728229925,-0.000715630083957637,0.002953166813131849,,,,0.003407500168998287,-0.0011596204763606737,,0.005537187774622216,0.008859500439395545,,0.002684697102847135,,0.0009455589237450352
