style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Size,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
651,2026-07-31,H78,BMG4587L1090,21057604W,,,,,,,,,,,,,,,,,0.0010866353492694932,,,,-0.0007926483883369932,-0.001315075735195466,-0.0023145332939440203,-0.001315075735195466,,,,-0.0003434025658670653,,,,,-0.00048019362944896687,0.0026005992066786745,,-0.0031277476945189464,,,,,-0.001780410226110785,0.0011808843336449082,,,-0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-0.00026910045568231586
652,2026-07-31,HAG,DE000HAG0005,34011501W,-0.00031619307294317216,,,-0.00035718106388025003,,-0.00043343320111311243,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,0.0010866353492694932,,,,,,,,0.0016185547510098044,,,0.0013378805167306475,,-0.00039295981221460445,-0.000362211783089831,,,,0.0011630820572583016,,0.0010969352104000098,,,-0.0009524828370140001,,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,0.00062051830936837,0.0010917609877094435,,0.0010666052045824978,0.00012089215273949456
653,2026-07-31,HAL,US4062161017,00543901,-0.00031619307294317216,,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,-0.002630151470390932,,0.0005577188660106073,,-0.0013859480802060002,,,0.0006888491946261965,,,,,0.0010332737919392947,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,,,,,,-0.00039700399553070675,,-0.0011127563913192406,,0.0026913177836558376,,,-0.0006074890535286143,,,,-0.00037032532703104327,,-0.0002778551373282137,,,-0.00016916142543689408
654,2026-07-31,HARL,IL0005850180,22488802W,,,,,,-0.00043343320111311243,,,0.0005577188660106073,,,0.0023617686672898165,,,-0.000863631826098515,,,-0.0007099795380196381,0.0010332737919392947,,-0.0007926483883369932,,-0.0023145332939440203,,,,,,,0.0011630820572583016,0.0010666052045824978,0.002630151470390932,0.0009524828370140001,,0.0011630820572583016,,0.0010969352104000098,,,,0.001780410226110785,,,0.0015430221959626803,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,0.00021158289565637067
655,2026-07-31,HBAN,US4461501045,00578601,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,0.0010617125201578075,-0.00043343320111311243,0.0026005992066786745,-0.000580083532316797,0.0005577188660106073,,-0.0013859480802060002,-0.0023861167978804334,,,,,,-0.0007099795380196381,0.0010332737919392947,,,,,,,,,,,,-0.000362211783089831,,-0.00048019362944896687,-0.0013301915482436897,,,,,,,,0.0011808843336449082,,,,,,,0.0018082291358937658,,-4.366055454491256e-05
656,2026-07-31,HCA,US40412C1018,02226004,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,0.0010617125201578075,,,,-0.0016532380671028715,0.0031705935533479727,,,,-0.00204825955216285,0.001701862716135309,0.001881734385320342,,,,,,0.001315075735195466,0.002269150288180412,-0.001315075735195466,,,,0.0013378805167306475,0.0030860443919253607,0.0011630820572583016,0.0010666052045824978,0.002630151470390932,0.0009524828370140001,,0.0011630820572583016,0.0031277476945189464,0.0010969352104000098,,-0.0013942971650265183,,0.001780410226110785,0.0011808843336449082,,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,-0.00062051830936837,0.0010917609877094435,0.0018082291358937658,,0.0006230236127050607
657,2026-07-31,HD,US4370761029,00568001,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,-0.002630151470390932,-0.000580083532316797,,-0.0008092773755049022,,-0.0023861167978804334,-0.0007301366857867572,,,-0.00047820935825289675,-0.0005497703786090309,-0.0007099795380196381,,-0.0011689562090626366,,,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,-0.0031277476945189464,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,-0.0013301915482436897,-0.00039700399553070675,,,-0.0016771980390898698,,0.0009485792188295165,,,,,,-0.00037032532703104327,,-0.0002778551373282137,,0.0010666052045824978,-0.0004903480874291109
658,2026-07-31,HEI,DE0006047004,10037301W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,,,-0.000580083532316797,,,,,,,,-0.00047820935825289675,-0.0005497703786090309,0.002183521975418887,,,0.0015638738472594732,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,-0.00039700399553070675,,,,,,0.001780410226110785,0.0011808843336449082,,,,,0.00062051830936837,-0.0002778551373282137,,,6.333003486174446e-05
659,2026-07-31,HEI,US4228061093,00556701,,0.0010196181911647667,0.0022916171227168516,,-0.0005445960691632988,,-0.002630151470390932,,0.0005577188660106073,,,,0.0014199590760392762,0.0006888491946261965,,,-0.0005497703786090309,,,,,-0.001315075735195466,,,-0.0004125727796691658,,,-0.0003434025658670653,,,,,,,-0.00039700399553070675,,,,-0.0013942971650265183,,,-0.0006074890535286143,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.000194631394138712
660,2026-07-31,HEIA,NL0000009165,10483302W,-0.00031619307294317216,-0.0003459691022337848,,,,,,,,,,,,-0.00204825955216285,,-0.00047820935825289675,,,,,,,,,,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,-0.00048019362944896687,,-0.00039700399553070675,,,,,0.0009485792188295165,,,,-0.0007766890248134296,,,0.00062051830936837,-0.0002778551373282137,,,-2.2726033798793296e-06
661,2026-07-31,HEIA,US4228062083,00556702,,,,,,,,,0.0005577188660106073,,,,0.0014199590760392762,0.0006888491946261965,,,-0.0005497703786090309,,,,,-0.001315075735195466,,,-0.0004125727796691658,,,-0.0003434025658670653,,,,,,,-0.00039700399553070675,,,,,,,,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.0001393151764836087
662,2026-07-31,HEIO,NL0000008977,20649301W,,,,,,,,,,,,,,-0.00204825955216285,,-0.00047820935825289675,,,,,,,,,,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,-0.00048019362944896687,,-0.00039700399553070675,,-0.0011127563913192406,,,0.0009485792188295165,0.001780410226110785,,0.0013535282420725264,,,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,,0.0010666052045824978,7.809800204057341e-05
663,2026-07-31,HELN,CH0466642201,01634902W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,0.001377698389252393,,,,0.001701862716135309,,-0.0005497703786090309,-0.0007099795380196381,0.0010332737919392947,,,,-0.0023145332939440203,,,,,,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,-0.0013301915482436897,0.0011630820572583016,,0.0010969352104000098,,,,-0.001780410226110785,,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-0.00015025629272652697
664,2026-07-31,HEN,DE0006048408,10194202W,0.0009295314433510121,,,,,,,,,,-0.0013859480802060002,,,0.0006888491946261965,-0.000863631826098515,-0.00047820935825289675,,,0.0010332737919392947,,-0.0007926483883369932,,,-0.001315075735195466,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,0.0031277476945189464,-0.0011127563913192406,,,,,,,0.0015430221959626803,,,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-5.667950557389286e-05
665,2026-07-31,HEN3,DE0006048432,10194201W,0.0009295314433510121,0.0010196181911647667,,,-0.0005445960691632988,,,,,,-0.0013859480802060002,,,0.0006888491946261965,-0.000863631826098515,-0.00047820935825289675,,,0.0010332737919392947,,-0.0007926483883369932,,,-0.001315075735195466,,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,0.0031277476945189464,-0.0011127563913192406,,,,,,,,,,0.00062051830936837,-0.0002778551373282137,,-0.0010666052045824978,-9.7878440300202e-05
666,2026-07-31,HEXA B,SE0015961909,10306502W,-0.00031619307294317216,0.0010196181911647667,,0.0010520605881563728,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,,-0.0008092773755049022,,,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,-0.001315075735195466,,-0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,-0.00048019362944896687,,-0.00039700399553070675,,-0.0011127563913192406,,,,,,,,,,,,,,-0.00019841477056074916
667,2026-07-31,HIG,US4165151048,06173901,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,-0.002630151470390932,-0.000580083532316797,,,,,,,-0.000863631826098515,,-0.0005497703786090309,-0.0007099795380196381,,,-0.0007926483883369932,,,,,,,,,0.0011630820572583016,0.0010666052045824978,0.002630151470390932,0.0009524828370140001,,-0.00039700399553070675,,,,,,0.001780410226110785,-0.0006074890535286143,,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,,0.0010917609877094435,,,4.166985377784448e-05
668,2026-07-31,HLMA,GB0004052071,10017401W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,,-0.0008092773755049022,,0.0023617686672898165,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,,,,,-0.00039700399553070675,,-0.0011127563913192406,,,-0.0009524828370140001,,-0.0006074890535286143,,,,,,,,,-5.8362979950929534e-05
669,2026-07-31,HLN,GB00BMX86B70,35344401W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,,,,0.0005577188660106073,-0.0008092773755049022,,,,0.0006888491946261965,-0.000863631826098515,-0.00047820935825289675,,,,,0.0015638738472594732,-0.001315075735195466,0.002269150288180412,,,,,-0.0003434025658670653,,,,-0.0006747910477970904,-0.00048019362944896687,,,,,,,,,,,,,,-0.00062051830936837,-0.0002778551373282137,,,-2.0721837843958993e-05
670,2026-07-31,HLT,US43300A2033,00564304,,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,-0.002630151470390932,-0.000580083532316797,,-0.0008092773755049022,,,,,,-0.00047820935825289675,0.0010866353492694932,-0.0007099795380196381,,-0.0011689562090626366,0.0015638738472594732,,0.002269150288180412,-0.001315075735195466,0.0016185547510098044,0.005143407319875601,0.006612952268411486,-0.0003434025658670653,0.0030860443919253607,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,,-0.0013301915482436897,-0.00039700399553070675,,,,,,,,-0.001361490172908247,,,-0.00037032532703104327,,-0.0002778551373282137,,,-0.00013107991502768024
671,2026-07-31,HM B,SE0000106270,10227601W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,,,-0.000580083532316797,,-0.0008092773755049022,,-0.0023861167978804334,0.0014199590760392762,,,0.001881734385320342,0.0010866353492694932,-0.0007099795380196381,,-0.0011689562090626366,,0.001315075735195466,,0.001315075735195466,0.0016185547510098044,,,0.0013378805167306475,,-0.00039295981221460445,0.0010666052045824978,-0.0006747910477970904,-0.00048019362944896687,-0.0013301915482436897,0.0011630820572583016,,0.0010969352104000098,,,,,,,,,0.0010917609877094435,,0.0010917609877094435,,0.0010666052045824978,7.038300429537536e-05
672,2026-07-31,HNR1,DE0008402215,20482501W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,,,0.001377698389252393,,,,,,-0.0005497703786090309,-0.0007099795380196381,,,,,,,,,,,,,,0.002630151470390932,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,,,0.0015430221959626803,0.0013456588918279188,0.0010917609877094435,0.00062051830936837,0.0010917609877094435,,,0.00012179853790535157
673,2026-07-31,HO,FR0000121329,01355601W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,0.0010617125201578075,0.001278747676212166,,,0.0005577188660106073,,,,,0.0006888491946261965,,,0.0010866353492694932,,,,,0.001315075735195466,,,0.0016185547510098044,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,,,,,0.0010969352104000098,,,,,0.0011808843336449082,0.0013535282420725264,,,,0.00062051830936837,-0.0002778551373282137,,0.0010666052045824978,0.0002732452395092081
674,2026-07-31,HOLN,CH0012214059,10130401W,,,,,,0.001278747676212166,,0.001701862716135309,,,,,0.0014199590760392762,,,-0.00047820935825289675,-0.0005497703786090309,-0.0007099795380196381,,,0.0015638738472594732,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,-0.00039700399553070675,,-0.0011127563913192406,,,,,-0.0006074890535286143,,,,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,,1.7369699870278907e-05
675,2026-07-31,HOOD,US7707001027,03929301,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,-0.002630151470390932,-0.000580083532316797,,,-0.0013859480802060002,,-0.0007301366857867572,,0.001701862716135309,,-0.0005497703786090309,-0.0007099795380196381,-0.0030454385446631845,,,,-0.0023145332939440203,,,,,,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,,,,,0.0032599060478084793,,-0.0009524828370140001,-0.001780410226110785,-0.0006074890535286143,,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-0.0002754063759804268
676,2026-07-31,HOT,DE0006070006,10005401W,0.0009295314433510121,,,,,,,,0.0005577188660106073,,,,0.0014199590760392762,0.0006888491946261965,,,0.0010866353492694932,,,,,0.001315075735195466,,0.001315075735195466,0.0016185547510098044,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,0.0009524828370140001,,,,,,,,,,,-0.0007766890248134296,0.0013456588918279188,,0.00062051830936837,0.0010917609877094435,,0.0010666052045824978,0.00023672124370373442
677,2026-07-31,HPE,US42824C1099,02615601,0.0009295314433510121,0.0010196181911647667,0.0022916171227168516,0.0010520605881563728,0.0010617125201578075,0.001278747676212166,0.0026005992066786745,0.001701862716135309,,-0.0008092773755049022,,,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,-0.000362211783089831,,0.0009524828370140001,,0.0011630820572583016,,0.0010969352104000098,,,0.0009485792188295165,,,,,,,,,,0.0010666052045824978,0.0003332928070098146
678,2026-07-31,HPQ,US40434L1052,00560601,-0.00031619307294317216,-0.0003459691022337848,0.0022916171227168516,0.0010520605881563728,,0.001278747676212166,,0.001701862716135309,,-0.0008092773755049022,,,-0.0007301366857867572,,,0.001881734385320342,,,,-0.0011689562090626366,,0.001315075735195466,,-0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,0.0009524828370140001,,0.0011630820572583016,,0.0010969352104000098,,-0.0013942971650265183,0.0009485792188295165,,0.0011808843336449082,,,,,,,,,0.00022500852881409384
679,2026-07-31,HSBA,GB0005405286,01550902W,0.0009295314433510121,0.0010196181911647667,,0.0010520605881563728,,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,0.001377698389252393,,,,,,,0.002183521975418887,0.0010332737919392947,,0.0015638738472594732,,,,,,,,,,-0.000362211783089831,,,-0.0013301915482436897,,,,,,0.0009485792188295165,,,,,,,,,,,9.972136127356349e-05
680,2026-07-31,HSY,US4278661081,00559701,,,,,0.0010617125201578075,,0.0026005992066786745,,,,,,0.0014199590760392762,0.0006888491946261965,0.001701862716135309,-0.00047820935825289675,-0.0005497703786090309,,-0.0030454385446631845,,-0.0007926483883369932,,,,,0.005143407319875601,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,-0.00039700399553070675,-0.0031277476945189464,,,-0.0013942971650265183,,-0.001780410226110785,,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.00025046581391863367
681,2026-07-31,HUBB,US4435106079,00576401,0.0009295314433510121,,,,-0.0005445960691632988,-0.00043343320111311243,,,0.0005577188660106073,,,,-0.0007301366857867572,0.0006888491946261965,,,-0.0005497703786090309,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,-0.0031277476945189464,,,,,,,,,,-0.0013942971650265183,-0.0009524828370140001,,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,-0.0001407120732966758
682,2026-07-31,HUM,US4448591028,02791401,,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,,,,,0.0005577188660106073,-0.0008092773755049022,,,,0.0006888491946261965,-0.000863631826098515,-0.00047820935825289675,,,,,0.0015638738472594732,0.001315075735195466,,0.001315075735195466,,,,-0.0003434025658670653,0.0030860443919253607,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,0.0009524828370140001,,-0.00039700399553070675,-0.0031277476945189464,-0.0011127563913192406,,-0.0013942971650265183,,-0.001780410226110785,,0.0013535282420725264,,0.0013456588918279188,-0.00037032532703104327,0.00062051830936837,-0.0002778551373282137,,0.0010666052045824978,3.723258663231772e-05
683,2026-07-31,HWM,US4432011082,02819201,0.0009295314433510121,0.0010196181911647667,0.0022916171227168516,0.0010520605881563728,,-0.00043343320111311243,,,,,,,0.0014199590760392762,,,,,,,,,,,,0.0016185547510098044,,,0.0013378805167306475,,,,,-0.00048019362944896687,,,,,0.0032599060478084793,,,,-0.0006074890535286143,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,,,5.4489279801714065e-05
684,2026-07-31,IAG,AU000000IAG3,23911601W,,-0.0003459691022337848,,-0.00035718106388025003,-0.0005445960691632988,0.001278747676212166,,,,,0.001377698389252393,-0.0023861167978804334,,,-0.000863631826098515,,-0.0005497703786090309,-0.0007099795380196381,-0.0030454385446631845,,-0.0007926483883369932,,,,,,,,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,0.0009524828370140001,,-0.00039700399553070675,,,,,-0.0009524828370140001,,-0.0006074890535286143,-0.001361490172908247,-0.0007766890248134296,0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-0.00027670675639992576
685,2026-07-31,IAG,CA45075E1043,12947201C,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,-0.00043343320111311243,,-0.000580083532316797,,,,,,,-0.000863631826098515,,,-0.0007099795380196381,0.0010332737919392947,,,,,,,,,,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,,,,,,,,,,,-0.0007766890248134296,,,,-0.0002778551373282137,-0.0009076601152721648,,-0.00010463130843239342
686,2026-07-31,IAG,ES0177542018,01314501W,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,0.0010617125201578075,0.001278747676212166,,,-0.0016532380671028715,,,,,-0.00204825955216285,,,,,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,0.0010666052045824978,,-0.00048019362944896687,,-0.00039700399553070675,,-0.0011127563913192406,,,,,0.0011808843336449082,0.0013535282420725264,0.0015430221959626803,,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,,,8.281615944637689e-05
687,2026-07-31,IBE,ES0144580Y14,10095701W,,0.0010196181911647667,,,-0.0005445960691632988,,,,0.0005577188660106073,,,,,0.0006888491946261965,,-0.00047820935825289675,,,,,,,,,0.0016185547510098044,,,,,,,-0.0006747910477970904,-0.00048019362944896687,,,,,,,0.0009485792188295165,,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,,0.0010917609877094435,-0.0009076601152721648,,-4.770644004862619e-05
688,2026-07-31,IBKR,US45841N1072,17670101,,,,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,,-0.000580083532316797,0.0005577188660106073,,-0.0013859480802060002,,0.0014199590760392762,,0.001701862716135309,,-0.0005497703786090309,-0.0007099795380196381,-0.0030454385446631845,,,,,,,,,,,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,,0.0026005992066786745,0.0011630820572583016,,0.0010969352104000098,0.0032599060478084793,,,0.001780410226110785,-0.0006074890535286143,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,0.0010666052045824978,3.463983676694836e-05
689,2026-07-31,IBM,US4592001014,00606601,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,-0.0005445960691632988,-0.00043343320111311243,-0.002630151470390932,-0.000580083532316797,,-0.0008092773755049022,,,,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,,,-0.00039700399553070675,,,-0.0016771980390898698,-0.0013942971650265183,0.0009485792188295165,,,,,,,,,,0.0010666052045824978,-0.00014926034739647757
690,2026-07-31,ICE,US45866F1049,16361001,,0.0010196181911647667,0.0022916171227168516,0.0010520605881563728,,-0.00043343320111311243,,0.001701862716135309,-0.0016532380671028715,,,0.0023617686672898165,,,,,,-0.0007099795380196381,,,-0.0007926483883369932,,,,,,,,,,,-0.0006747910477970904,-0.00048019362944896687,-0.0013301915482436897,-0.00039700399553070675,,,,0.0026913177836558376,,,,,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,4.8203128488682136e-05
691,2026-07-31,ICL,IL0002810146,22021102W,,,,,,,,,,,-0.0013859480802060002,,-0.0007301366857867572,,-0.000863631826098515,-0.00047820935825289675,,-0.0007099795380196381,,,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,0.0009524828370140001,,-0.00039700399553070675,,-0.0011127563913192406,,,,0.001780410226110785,,,,,0.0010917609877094435,0.00062051830936837,-0.0002778551373282137,0.0018082291358937658,,3.22581269789936e-05
692,2026-07-31,IDR,ES0118594417,21686101W,,-0.0003459691022337848,,-0.00035718106388025003,,0.001278747676212166,,-0.000580083532316797,,-0.0008092773755049022,-0.0013859480802060002,0.0023617686672898165,0.0014199590760392762,,,-0.00047820935825289675,,,,-0.0011689562090626366,,0.001315075735195466,,0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,0.0009524828370140001,,-0.00039700399553070675,,,,,,,0.0011808843336449082,,,,,,,,0.0010666052045824978,0.00024224365914677108
693,2026-07-31,IDXX,US45168D1046,02419701,-0.00031619307294317216,-0.0003459691022337848,-0.0011869401507405232,-0.00035718106388025003,-0.0005445960691632988,,,,-0.0016532380671028715,0.0031705935533479727,,,,0.0006888491946261965,,0.001881734385320342,,,,,,0.001315075735195466,,0.001315075735195466,,,,-0.0003434025658670653,0.0030860443919253607,-0.00039295981221460445,-0.000362211783089831,-0.0006747910477970904,-0.00048019362944896687,,-0.00039700399553070675,,,,-0.0013942971650265183,-0.0009524828370140001,,-0.0006074890535286143,-0.001361490172908247,-0.0007766890248134296,-0.0013456588918279188,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-9.124903829869881e-05
694,2026-07-31,IEX,US45167R1041,01526701,,,,,,,,,0.0005577188660106073,,,,,0.0006888491946261965,,,,,,,,-0.001315075735195466,,-0.001315075735195466,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,,,-0.00039700399553070675,,,-0.0016771980390898698,,-0.0009524828370140001,,,-0.001361490172908247,-0.0007766890248134296,,-0.00037032532703104327,,-0.0002778551373282137,,-0.0010666052045824978,-0.00023378692719766615
695,2026-07-31,IFC,CA45823T1066,16249101C,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,,,0.001701862716135309,-0.0016532380671028715,,,,,,,,,-0.0007099795380196381,-0.0030454385446631845,,-0.0007926483883369932,,,,,,,,,,0.0010666052045824978,-0.0006747910477970904,-0.00048019362944896687,,-0.00039700399553070675,,,,,,,,,,,,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,-0.0010666052045824978,-0.0001336789988337542
696,2026-07-31,IFF,US4595061015,00607801,-0.00031619307294317216,-0.0003459691022337848,,-0.00035718106388025003,,,,0.001701862716135309,,,,,-0.0007301366857867572,,0.001701862716135309,-0.00047820935825289675,0.0010866353492694932,-0.0007099795380196381,,,-0.0007926483883369932,,,,-0.0004125727796691658,,,-0.0003434025658670653,,0.0011630820572583016,0.0010666052045824978,,-0.00048019362944896687,,-0.00039700399553070675,,,-0.0016771980390898698,-0.0013942971650265183,,,,,,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,,-9.512076572308007e-05
697,2026-07-31,IFT,NZIFTE0003S3,20982801W,0.0009295314433510121,-0.0003459691022337848,,-0.00035718106388025003,,0.001278747676212166,,,-0.0016532380671028715,,,,,,,,-0.0005497703786090309,-0.0007099795380196381,-0.0030454385446631845,,,,,,,,,,,0.0011630820572583016,0.0010666052045824978,-0.0006747910477970904,-0.00048019362944896687,,-0.00039700399553070675,,,,,-0.0009524828370140001,-0.001780410226110785,,-0.001361490172908247,-0.0007766890248134296,,-0.00037032532703104327,-0.00062051830936837,-0.0002778551373282137,-0.0009076601152721648,-0.0010666052045824978,-0.00020474329649509002
698,2026-07-31,IFX,DE0006231004,13274001W,0.0009295314433510121,-0.0003459691022337848,,-0.00035718106388025003,,-0.00043343320111311243,,-0.000580083532316797,,-0.0008092773755049022,,-0.0023861167978804334,-0.0007301366857867572,,,-0.00047820935825289675,,,,-0.0011689562090626366,,,,,-0.0004125727796691658,,,-0.0003434025658670653,,-0.00039295981221460445,-0.000362211783089831,,-0.00048019362944896687,,,,,,,,,-0.0006074890535286143,,,,,,,,,-0.00026754103422040303
699,2026-07-31,IG,IT0005211237,32281101W,,,,,0.0010617125201578075,,,,0.0005577188660106073,,-0.0013859480802060002,,,0.0006888491946261965,,-0.00047820935825289675,-0.0005497703786090309,,,,,,,,0.0016185547510098044,,,,,,,-0.0006747910477970904,0.0009524828370140001,-0.0013301915482436897,,,,,,,0.001780410226110785,0.0011808843336449082,,0.0015430221959626803,,,,0.0010917609877094435,,0.0010666052045824978,0.00010940166704876185
