style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
727,2026-05-31,J36,BMG507361001,10042403W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,,,,0.0006382925388613506,,,,,,,,,0.0012656429199136494,,0.0009267259873844713,,0.0006651276606152812,,,,,-0.00046433440458047936,,,,,,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,-0.0003825345612865089,,,,,,,,,,0.0013423485514235676,,0.00017766412192721297
728,2026-05-31,JBHT,US4456581077,00578301,,-0.0003865401587868912,,,,,-0.0003865401587868912,,,,-0.001893055649443493,,,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,,,,,,,,0.0011476036838595266,,0.0011300383213514727,-0.0006552884940381321,,,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,0.002734413715862823,,,,,,,,,,,0.00017491135627520826
729,2026-05-31,JBL,US4663131039,02819501,,,,,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,0.0011300383213514727,,,-0.0011596204763606737,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,,,,,,0.0009190353152899943,-0.0006671310571833996,,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,,0.0010206797741239108,-6.591417069450471e-05
730,2026-05-31,JCI,IE00BY7QL619,00626801,0.0025169035339191893,,,,,,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,,,,-0.0003825345612865089,-0.0009546875473486579,0.0023314474840514595,,,,,,,,-0.0006836034289657057,,-1.8763033787481496e-05
731,2026-05-31,JMT,PTJMT0AE0001,22110201W,,,-0.00033206523386040276,-0.0005349939878862045,,,,,,,,,0.0011019279153477047,,-0.0005859457962563192,,,,0.001652891873021557,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,0.002171446186126359,0.0006651276606152812,,,,,0.0009190353152899943,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,,,0.0014765834065659244,,,,,0.0011300383213514727,-0.0007508051219826733,0.002768593887311108,0.004429750219697773,,0.0013423485514235676,0.0010206797741239108,0.0005769402402038213
732,2026-05-31,JNJ,US4781601046,00626601,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,,,-0.0007826413815720446,,,,,,-0.0005859457962563192,-0.0005375910460798267,,-0.0011596204763606737,0.001652891873021557,,,-0.00023562501168605175,0.002171446186126359,,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,,-0.0006836034289657057,,-5.8482591431499566e-05
733,2026-05-31,JPM,US46625H1005,00296801,0.0025169035339191893,0.0011476036838595266,,,-0.0005187061147187088,,,0.0016406482295176937,,,0.0006382925388613506,,-0.0011074375549244432,,,-0.0005375910460798267,,,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,,,,2.068764787536876e-05
734,2026-05-31,K,CA4969024047,00864401C,,0.0011476036838595266,0.00098003323444641,,,,-0.0003865401587868912,-0.0005607278759111105,,0.0024339286921416336,,0.002734413715862823,0.0011019279153477047,0.001830475297395774,0.0011300383213514727,0.0017578373887689573,0.0016285846395947695,,,,,0.0009267259873844713,,,0.005402134414265577,,,0.001942872903376216,0.0009190353152899943,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,0.006514338558379078,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,-0.0003825345612865089,,,,0.0017037500844991435,,,,0.004429750219697773,,0.0013423485514235676,,0.0007674350244141824
735,2026-05-31,KBC,BE0003565737,01570301W,,-0.0003865401587868912,-0.00033206523386040276,,,,,-0.0005607278759111105,,,,,0.0011019279153477047,,,0.0017578373887689573,0.0016285846395947695,,,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,,,,,,,,,-0.00034934938641149627,,,,,,,,,,,,,,-4.474080992196194e-06
736,2026-05-31,KBX,DE000KBX1006,32874501W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,,,,0.0006382925388613506,,,,0.0011300383213514727,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,,,,,,,,,,-0.0003825345612865089,,,,,,,,,,,,-2.231901051855462e-05
737,2026-05-31,KDP,US49271V1008,02887702,0.0025169035339191893,,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,0.0025169035339191893,,,,,,,,,,,-0.0008295412396437777,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,0.005402134414265577,,-0.0029930744727687656,-0.001942872903376216,,-0.0006671310571833996,,,-0.0005738018419297633,,,,,,-0.0003825345612865089,,-0.00120373647274396,,-0.0005782963733286909,,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,-0.00015481200139337662
738,2026-05-31,KER,FR0000121485,22237901W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,-0.0005859457962563192,0.0017578373887689573,,,-0.0008326598157326641,-0.0012729167297982106,,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,,-0.00046433440458047936,-0.0006671310571833996,0.0011476036838595266,-0.0010751820921596534,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,-0.00018413733001701837
739,2026-05-31,KESKOB,FI0009000202,10197101W,,,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,,,,,,,,,,,,,,0.0012656429199136494,,-0.00023562501168605175,,,,,,,,,,,,,,-0.00043772235372507634,,,0.0014765834065659244,,,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,0.002768593887311108,,,-0.0006836034289657057,,4.330673844577628e-05
740,2026-05-31,KEY,CA4932711001,15413501C,,,,,,,,0.0016406482295176937,,,0.0006382925388613506,,,,0.0011300383213514727,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,0.001942872903376216,,,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,0.0010206797741239108,4.5607332620411194e-05
741,2026-05-31,KEY,US4932671088,00978301,,-0.0003865401587868912,-0.00033206523386040276,,0.0010159977568114159,0.0025169035339191893,,,,,0.0006382925388613506,,-0.0011074375549244432,,,-0.0005375910460798267,,,,,,0.0009267259873844713,,,,-0.0010857230930631796,,,,,,,,,,,0.0010301744696971564,,,,0.0023314474840514595,,-0.0005782963733286909,0.0011300383213514727,-0.0007508051219826733,,,,,,0.0001637157898281983
742,2026-05-31,KEYS,US49338L1035,02023201,,,,,-0.0005187061147187088,,,0.0016406482295176937,-0.0007826413815720446,-0.0006364583648991053,,,,,,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,0.0023314474840514595,,,-0.0005798102381803368,,,,,,,2.7291877010012044e-05
743,2026-05-31,KGF,GB0033195214,10076001W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,0.0011019279153477047,,-0.0005859457962563192,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,0.0029930744727687656,0.001942872903376216,0.0009190353152899943,,,0.0010648438028119647,0.0011300383213514727,,,,0.0010301744696971564,0.0010547024332613745,-0.0003825345612865089,,,,,,,,,,0.0013423485514235676,,3.711416220952012e-05
744,2026-05-31,KHC,US5007541064,00556804,-0.0012952486022508108,,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,-0.0025169035339191893,,,,,,,,,,,,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,0.0029930744727687656,0.001942872903376216,-0.00046433440458047936,,,,0.0011300383213514727,,0.006514338558379078,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,,-0.00120373647274396,0.0022148751098488863,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,,-0.0010301744696971564,-0.00021125457724312596
745,2026-05-31,KIM,US49446R1095,02473101,,,,,,,,,,,,,-0.0011074375549244432,,,,,,,,,,,,,-0.0010857230930631796,0.0029930744727687656,,,,,0.0010648438028119647,,,,,,,-0.0003825345612865089,,,,-0.0005782963733286909,,,,,,,,-2.0487762442546244e-05
746,2026-05-31,KKR,US48251W1045,17974101,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,-0.0011074375549244432,,,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,0.0031641072997841235,,,-0.00046433440458047936,,,-0.0010751820921596534,-0.0005738018419297633,,,,-0.00034934938641149627,,,-0.0009546875473486579,0.0023314474840514595,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,,-0.00016844789702105957
747,2026-05-31,KLAC,US4824801009,00630401,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,-0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,0.00303407549294368,0.0024339286921416336,,0.002734413715862823,,,0.0011300383213514727,,,0.004520153285405891,,,0.0012656429199136494,-0.00023562501168605175,,,,,,,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,,,,,0.0012952486022508108,,,-0.0003825345612865089,,-0.00120373647274396,,,,,,,,,,6.824882191434943e-06
748,2026-05-31,KMB,US4943681035,00643501,-0.0012952486022508108,,-0.00033206523386040276,,-0.0005187061147187088,,,,,,,,,,0.0011300383213514727,,,,0.001652891873021557,,0.0012656429199136494,-0.00023562501168605175,0.002171446186126359,-0.001977567062365077,,,-0.0029930744727687656,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,-0.00120373647274396,,-0.0005782963733286909,,-0.0007508051219826733,,,,-0.0006836034289657057,0.0010206797741239108,-0.00010042124645126096
749,2026-05-31,KMI,US49456B1017,00631004,-0.0012952486022508108,,,,-0.0005187061147187088,-0.0025169035339191893,0.0011416882009530342,0.0016406482295176937,,,0.0006382925388613506,,0.0011019279153477047,,,,,,,-0.0012729167297982106,-0.0012584517669595946,0.0009267259873844713,,,,,,,,,,,,-0.0006552884940381321,,,,,0.0014765834065659244,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,,-4.197730059176979e-05
750,2026-05-31,KNEBV,FI0009013403,10102301W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,,,,0.0006382925388613506,,,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,0.0010206797741239108,-1.119990723370437e-05
751,2026-05-31,KNIN,CH0025238863,21144701W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,,,,,-0.0005798102381803368,,,,,0.0013423485514235676,0.0010206797741239108,0.00019978158629163664
752,2026-05-31,KO,US1912161007,00314401,,,,,,,,,,,,,,,,,-0.0008295412396437777,,,-0.0012729167297982106,,-0.00023562501168605175,-0.0007457491952353153,,-0.005273512166306872,,-0.0029930744727687656,-0.001942872903376216,-0.00046433440458047936,,,,,,,0.0012952486022508108,,,-0.0003825345612865089,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,-0.0006836034289657057,,-0.0003487334466200119
753,2026-05-31,KOG,NO0013536151,21178701W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,0.0011416882009530342,,,,0.0006382925388613506,,,,0.0011300383213514727,,,,,,,0.0009267259873844713,,,,,,,,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,0.001925978356390336,,0.0012952486022508108,,,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,,,7.081679157441593e-05
754,2026-05-31,KPN,NL0000009082,06144001W,,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,,,0.0024339286921416336,,0.002734413715862823,0.0011019279153477047,,,,0.0016285846395947695,,,,,-0.00023562501168605175,,,,,,,,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,,,,,,,,,,,1.8130569029984167e-05
755,2026-05-31,KR,US5010441013,00650201,-0.0012952486022508108,,-0.00033206523386040276,,,,,,,,,,0.0011019279153477047,,,,0.0016285846395947695,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,-0.005273512166306872,,,,0.0009190353152899943,0.001318378041576718,0.0011476036838595266,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,,-0.00120373647274396,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,,,0.0010206797741239108,7.712135485482892e-05
756,2026-05-31,KRX,IE0004927939,10257401W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,,,,,,,,,,,,,,,-0.00023562501168605175,,,,,,,,-0.0006671310571833996,,,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,-9.574692699738193e-05
757,2026-05-31,KRZ,IE0004906560,10080103W,,,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,,,,,,,-0.0011074375549244432,,0.0011300383213514727,,-0.0008295412396437777,,-0.0008326598157326641,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,-0.0005782963733286909,0.0011300383213514727,,,,,,-0.0010301744696971564,-0.00019886230788684716
758,2026-05-31,KVUE,US49177J1025,04189701,0.0025169035339191893,,0.00098003323444641,0.0010547024332613745,,0.0025169035339191893,,,,,,,,,-0.0005859457962563192,,,,,-0.0012729167297982106,,-0.00023562501168605175,,0.0006651276606152812,-0.005273512166306872,,,,-0.00046433440458047936,0.001318378041576718,,,,,-0.005402134414265577,0.0012952486022508108,,,-0.0003825345612865089,,0.0023314474840514595,,-0.0005782963733286909,,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,-0.0001067375687210032
759,2026-05-31,L,CA5394811015,00677101C,,,-0.00033206523386040276,,,,,,,,,,,,,,0.0016285846395947695,,,,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,,,,,,,,,,,,-0.0003578150419788185,-0.0003825345612865089,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,-0.0014382305908109652,,,-0.0001091832072717762
760,2026-05-31,L,US5404241086,00678101,,,,,,,,,,,-0.001893055649443493,,,,,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,0.0009190353152899943,,,,,,,,,,,-0.0009546875473486579,,,-0.0005782963733286909,,-0.0007508051219826733,,,,,,-0.0001013074681721328
761,2026-05-31,LAND,GB00BYW0PQ60,01560201W,,,,,,,,,,-0.0006364583648991053,,,-0.0011074375549244432,,,,,,,,,,,,,-0.0010857230930631796,-0.0029930744727687656,-0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,,,,,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,,-0.00010830220786785766
762,2026-05-31,LATO B,SE0010100958,01629901W,,,,,,,,,,,0.0006382925388613506,,,,,,,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,-0.0010301744696971564,-0.00012328542828850264
763,2026-05-31,LDO,IT0003856405,01626701W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,0.0011416882009530342,,,,,,,,,,,,,,,-0.00023562501168605175,,,,,,,0.0009190353152899943,,,,-0.0005738018419297633,0.001925978356390336,,-0.00043772235372507634,,-0.0003578150419788185,-0.0003825345612865089,,,,,0.0011300383213514727,,,,,-0.0006836034289657057,,2.418896261245342e-05
764,2026-05-31,LDOS,US5253271028,16512301,,-0.0003865401587868912,-0.00033206523386040276,,,,,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,0.0009190353152899943,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,0.0012952486022508108,0.0010301744696971564,,-0.0003825345612865089,0.002734413715862823,,,,,,,,,0.0013423485514235676,,0.00027925336546518283
765,2026-05-31,LEN,US5260571048,00666901,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,-0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,,,,0.0011300383213514727,-0.0005375910460798267,0.0016285846395947695,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,-0.0029930744727687656,-0.001942872903376216,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,,,,,,,,,-0.0006836034289657057,-0.0010301744696971564,-0.00035756960275358664
766,2026-05-31,LGEN,GB0005603997,01560301W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,0.0011300383213514727,-0.0005375910460798267,,,,,,-0.00023562501168605175,-0.0007457491952353153,,,-0.0010857230930631796,,,0.0009190353152899943,,,0.0010648438028119647,0.0011300383213514727,,,,0.0010301744696971564,0.0010547024332613745,,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,,,0.0010206797741239108,1.7666646195162466e-05
767,2026-05-31,LH,US5049221055,01496001,,,,,,,,,-0.0007826413815720446,,,,,,,-0.0005375910460798267,,-0.0011596204763606737,,,,-0.00023562501168605175,,0.0006651276606152812,,,-0.0029930744727687656,-0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,,,,,,-0.00043772235372507634,,,,,-0.00120373647274396,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,,,,-0.00010951078709425434
768,2026-05-31,LHA,DE0008232125,10010301W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,-0.0003865401587868912,,,,-0.001893055649443493,,,,,,,,,,,-0.00023562501168605175,,-0.001977567062365077,,,,,0.0009190353152899943,,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,0.0011300383213514727,,,,,-0.0006836034289657057,0.0010206797741239108,-0.00011292788323675721
769,2026-05-31,LHX,US5024311095,00549201,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,,,,,,,0.0006382925388613506,,,,,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,0.0023314474840514595,,,,,,,,,,-3.617893525941161e-05
770,2026-05-31,LI,FR0000121964,01593601W,,,,,,,,,,-0.0006364583648991053,,,,0.001830475297395774,,,,,,,,,,,,,0.0029930744727687656,-0.001942872903376216,,,,0.0010648438028119647,,,,,,,-0.0003825345612865089,,,,0.0017037500844991435,0.0011300383213514727,,,,,0.0013423485514235676,,0.00027000247037921673
771,2026-05-31,LIFCO B,SE0015949201,23422502W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,,,-8.911312158720814e-05
772,2026-05-31,LII,US5261071071,12238001,,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,,,,,,,,-0.0005859457962563192,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,,,-6.576749878641176e-05
773,2026-05-31,LIN,IE000S9YS762,02512401,,-0.0003865401587868912,-0.00033206523386040276,,-0.0005187061147187088,,-0.0003865401587868912,,,-0.0006364583648991053,,-0.0009385064024783416,,0.001830475297395774,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,,0.001652891873021557,,,-0.00023562501168605175,,,0.005402134414265577,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,0.006514338558379078,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,0.0023314474840514595,,-0.0005782963733286909,-0.0005798102381803368,,-0.0014107484776107557,-0.0022600766427029453,,-0.0006836034289657057,,0.00012890282516022503
774,2026-05-31,LISN,CH0010570759,10189502W,,,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,,,,,,,-0.0011074375549244432,0.001830475297395774,-0.0005859457962563192,,-0.0008295412396437777,,-0.0008326598157326641,,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,-0.001942872903376216,,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,-0.0006836034289657057,-0.0010301744696971564,-0.00035082508258610416
775,2026-05-31,LISP,CH0010570767,10189503W,,,-0.00033206523386040276,-0.0005349939878862045,,,,,,,,,-0.0011074375549244432,0.001830475297395774,-0.0005859457962563192,,-0.0008295412396437777,,-0.0008326598157326641,,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,-0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,0.0010301744696971564,0.0010547024332613745,-0.0003825345612865089,,,0.0022148751098488863,0.0017037500844991435,,0.0022148751098488863,0.002768593887311108,0.004429750219697773,0.002839583474165239,-0.0006836034289657057,-0.0010301744696971564,0.0003610380439962509
776,2026-05-31,LITE,US55024U1097,02324901,,,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,0.0025169035339191893,-0.0003865401587868912,0.0016406482295176937,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,,,,-0.0011596204763606737,,,0.0012656429199136494,0.0009267259873844713,,,,,,,-0.00046433440458047936,,,,-0.0005738018419297633,,,0.0012952486022508108,0.0010301744696971564,,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,,0.0010206797741239108,0.00019440822034972536
777,2026-05-31,LLOY,GB0008706128,01592901W,,0.0011476036838595266,0.00098003323444641,,0.0010159977568114159,,0.0011416882009530342,,,,-0.001893055649443493,,0.0011019279153477047,,,0.0017578373887689573,,,0.001652891873021557,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,,,,,,,,,,,,,,,,0.0011300383213514727,,,,,,0.0010206797741239108,0.00018361490564615358
778,2026-05-31,LLY,US5324571083,00673001,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,,,,0.00303407549294368,,,,-0.0011074375549244432,0.001830475297395774,-0.0005859457962563192,0.0017578373887689573,-0.0008295412396437777,0.004520153285405891,-0.0008326598157326641,0.0012656429199136494,0.0012656429199136494,0.0009267259873844713,-0.0007457491952353153,-0.001977567062365077,,,,,,0.001318378041576718,0.0011476036838595266,,,,,0.0012952486022508108,,,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,,-0.0006836034289657057,0.0010206797741239108,0.0002712472548607292
779,2026-05-31,LMT,US5398301094,00677401,,-0.0003865401587868912,-0.00033206523386040276,,0.0010159977568114159,0.0025169035339191893,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,,,,0.0011300383213514727,,,,,-0.0006836034289657057,0.0010206797741239108,8.497546850786992e-05
