style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Volatility,MP
667,2025-11-30,GS,US38141G1040,11462801,0.0034879900416465363,0.0014866842800460647,0.0015840653464246277,,0.0015840653464246277,,,,,,,,,,,-0.002049440476447682,,,,,,-0.001909215601743367,,,,-0.002418339762208265,-0.0008555447271963202,,,,-0.0008912800106418668,,,,,0.0007903071118327664,,,,,,,0.002267193527070249,0.0016639952492258706,0.0018602613555448193,,-0.001813754821656199,0.007718105624068931,-0.0007903071118327664,,0.0003160705384892196
668,2025-11-30,GSK,GB00BN7SWP63,00518002W,,,,0.0015840653464246277,,,,-0.0005512932588620666,0.001314315088156666,,,,,,,0.002037926765905841,,,,0.001960816023412107,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,0.001563581742807068,0.001671663430097879,0.00016377782022136382
669,2025-11-30,GWO,CA39138C1068,01643101C,,,,,,,,-0.0005512932588620666,,,,,,,,-0.002049440476447682,,,,,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,0.0015177864616369864,,-0.000527254308620988,0.0007903071118327664,,,,,,,,-0.0005632778949242853,0.0018602613555448193,,,,,0.001671663430097879,4.565096516421548e-05
670,2025-11-30,GWW,US3848021040,00525601,-0.001832075577430504,-0.0007573089025704378,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,,,,0.002418339762208265,0.001960816023412107,,-0.001909215601743367,,,,,,,,,,0.005182156633303425,,,-0.000527254308620988,,,-0.00207286265332137,,-0.0019502740017808592,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,-0.0007903071118327664,,-0.0001675054319638239
671,2025-11-30,H,CA4488112083,02494401C,,,,,,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,,,,,,,-0.006595472078749814,-0.007718105624068931,-0.006595472078749814,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004201289375330381
672,2025-11-30,H,US4485791028,18336601,-0.001832075577430504,0.0014866842800460647,,-0.0005366138525610055,-0.001598021869300616,,,-0.0005512932588620666,-0.002628630176313332,-0.004478406967052343,,,-0.0011589487678314368,-0.005757951814781583,,0.002037926765905841,,,,,,,,,,,-0.0008555447271963202,-0.0029733685600921295,0.001314315088156666,,-0.0008912800106418668,-0.004650653388862048,,,-0.000527254308620988,,0.003048327431354956,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,,-0.001960816023412107,-0.001813754821656199,,-0.0007903071118327664,0.001671663430097879,-0.0005189501280217993
673,2025-11-30,H78,BMG4587L1090,21057604W,,,,,,,,,-0.002628630176313332,,,,,,,,,-0.0035563820032474486,-0.002434570230411005,-0.001971472632234999,,,,,,,,0.0029733685600921295,,,,,-0.0007701718987924411,,,-0.0015703504949404318,,-0.00207286265332137,,,-0.001879538675291398,0.001832075577430504,,-0.0005632778949242853,-0.0006341800075720975,-0.001960816023412107,,,-0.0007903071118327664,-0.0016950979641646717,-0.00024316675168970016
674,2025-11-30,HAG,DE000HAG0005,34011501W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,0.002748113366145756,,,,,,,,,,,,,,,,,,-0.000527254308620988,-0.0015703504949404318,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,-0.0007903071118327664,0.001671663430097879,-0.0002066975604762761
675,2025-11-30,HAL,US4062161017,00543901,0.0034879900416465363,,,,,-0.003778655878450414,-0.0008281985487014606,0.0016122265081388433,,,,,,,,-0.002049440476447682,,0.0035218540226333956,,,,,0.006595472078749814,0.007718105624068931,,,,,0.001314315088156666,,,,,,-0.000527254308620988,0.0007903071118327664,,-0.00207286265332137,,,,0.001832075577430504,0.002267193527070249,-0.0005632778949242853,0.0018602613555448193,,-0.001813754821656199,0.007718105624068931,,,0.0005306003863149602
676,2025-11-30,HBAN,US4461501045,00578601,,0.0014866842800460647,,-0.0005366138525610055,,0.003701540452359589,0.0016340133528434224,,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,,,,,0.0015568710915503854,,,,,,,,,,,,,,,,0.00019650636386778285
677,2025-11-30,HCA,US40412C1018,02226004,0.0034879900416465363,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,0.0016340133528434224,0.0016122265081388433,0.001314315088156666,,,,0.0033901959283293434,0.002902007714649918,,,,0.0035218540226333956,0.002418339762208265,-0.001971472632234999,,,,,,0.0024023242670943032,-0.0008555447271963202,,,,0.002609719167850646,,0.0015177864616369864,,,,,,,,,0.001832075577430504,0.002267193527070249,0.0016639952492258706,0.0018602613555448193,0.0009830649439870997,-0.001813754821656199,,,,0.000749441638234553
678,2025-11-30,HD,US4370761029,00568001,,,,-0.0005366138525610055,,-0.003778655878450414,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,,,,0.0033901959283293434,0.002902007714649918,,,,,,0.001960816023412107,,,,,,,-0.0008555447271963202,,0.001314315088156666,,-0.0008912800106418668,,,,-0.000527254308620988,,,,,,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,,,,,-0.0007903071118327664,0.001671663430097879,-2.2400024612909908e-05
679,2025-11-30,HEI,DE0006047004,10037301W,,,,,,,,-0.0005512932588620666,,,,,-0.0011589487678314368,,,,,,,,-0.0019822457067280863,,-0.006595472078749814,,-0.006595472078749814,,0.0027274508596333816,,0.001314315088156666,,,,,,-0.000527254308620988,0.0007903071118327664,,,,,,0.001832075577430504,0.002267193527070249,-0.0005632778949242853,0.0018602613555448193,,,,,,-9.280727693788316e-05
680,2025-11-30,HEI,US4228061093,00556701,,,0.0015840653464246277,,0.0015840653464246277,-0.003778655878450414,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,0.002748113366145756,,-0.002434570230411005,,,-0.001909215601743367,,,,,,,,,,0.005182156633303425,-0.0007701718987924411,,-0.000527254308620988,,0.003048327431354956,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,-0.0007903071118327664,,-0.00018443211863308743
681,2025-11-30,HEIA,NL0000009165,10483302W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,,,,,,,,,,,,,,,,,,0.001909215601743367,,,,0.0024023242670943032,,,0.001314315088156666,,-0.0008912800106418668,,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,,,3.5372220673825065e-05
682,2025-11-30,HEIA,US4228062083,00556702,,,,,,,,,,,,,,,,,0.002748113366145756,,-0.002434570230411005,,,-0.001909215601743367,,,,,,,,,,0.005182156633303425,,,-0.000527254308620988,,0.003048327431354956,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,0.0009830649439870997,,,,,5.19167424306795e-05
683,2025-11-30,HEIO,NL0000008977,20649301W,,,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,,,,,,,,,,,,,0.002418339762208265,,,0.001909215601743367,,,,0.0024023242670943032,,0.0029733685600921295,0.001314315088156666,,0.002609719167850646,,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,,,,,-0.00046746258290108214,,-0.0005632778949242853,,,,,,0.001671663430097879,0.000216433860228881
684,2025-11-30,HELN,CH0466642201,01634902W,,,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,,,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,,,,,0.0015568710915503854,,,,,,,,-0.002281452605856854,,-0.0006341800075720975,,,,-0.0007903071118327664,,3.0245602218080385e-05
685,2025-11-30,HEN,DE0006048408,10194202W,,-0.0007573089025704378,,-0.0005366138525610055,,,,,,,0.0028563068057577932,0.0028563068057577932,,,,,,,,-0.001971472632234999,,,,,,,,,0.001314315088156666,,0.002609719167850646,,-0.0007701718987924411,,0.0015568710915503854,,,,,-0.0019502740017808592,-0.001879538675291398,0.001832075577430504,0.002267193527070249,-0.0005632778949242853,-0.0006341800075720975,-0.001960816023412107,,,0.001563581742807068,-0.0016950979641646717,4.565892413501124e-05
686,2025-11-30,HEN3,DE0006048432,10194201W,,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,,,,,0.0028563068057577932,0.0028563068057577932,,,,,,,,-0.001971472632234999,,,,,,,,,0.001314315088156666,,0.002609719167850646,,-0.0007701718987924411,,,,,,,-0.0019502740017808592,-0.001879538675291398,0.001832075577430504,0.002267193527070249,-0.0005632778949242853,-0.0006341800075720975,-0.001960816023412107,,,,-0.0016950979641646717,0.000151373613499458
687,2025-11-30,HEXA B,SE0015961909,10306502W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,-0.0005512932588620666,,,,,-0.0011589487678314368,,,-0.002049440476447682,-0.0027690913307728223,-0.0035563820032474486,-0.002434570230411005,-0.001971472632234999,-0.0019822457067280863,,,,,,,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,,,,,-0.00046746258290108214,,-0.0005632778949242853,,,,,0.001563581742807068,,-0.00033224387450860504
688,2025-11-30,HIG,US4165151048,06173901,0.0034879900416465363,,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,,0.0016122265081388433,,,,,,,,-0.002049440476447682,,,,,,,,,,,-0.0008555447271963202,,,,,,0.0015177864616369864,,,,,,,,,,,,0.0018602613555448193,,0.0034547710888689505,,0.001563581742807068,,0.0005538459443676174
689,2025-11-30,HIK,GB00B0LCW083,27452201W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,,,,-0.0005512932588620666,0.001314315088156666,,,,-0.0011589487678314368,,,-0.002049440476447682,,,,,-0.0019822457067280863,-0.001909215601743367,,,,-0.002418339762208265,-0.0008555447271963202,,,,-0.0008912800106418668,,,,0.0015568710915503854,,,,,-0.0019502740017808592,,-0.00046746258290108214,,-0.0005632778949242853,0.0018602613555448193,-0.001960816023412107,,,,,-0.0003377195825401283
690,2025-11-30,HLMA,GB0004052071,10017401W,,,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,,0.004423792247941948,,,-0.0011589487678314368,,,-0.002049440476447682,,,,,,0.001909215601743367,,,,,,,,,,,,,-0.000527254308620988,,,,,,,-0.00046746258290108214,0.002267193527070249,,,0.0009830649439870997,,,,,-1.4263339909132227e-05
691,2025-11-30,HLN,GB00BMX86B70,35344401W,,,,,,,,-0.0005512932588620666,-0.002628630176313332,,,,-0.0011589487678314368,,,0.002037926765905841,,-0.0035563820032474486,-0.002434570230411005,,,,,,,,-0.0008555447271963202,,,,0.002609719167850646,,-0.0007701718987924411,,,0.0007903071118327664,,,,,,0.001832075577430504,,-0.0005632778949242853,,,,,,,-0.0001424991555942139
692,2025-11-30,HLT,US43300A2033,00564304,,,,-0.0005366138525610055,,,,-0.0005512932588620666,0.001314315088156666,,,,,0.002902007714649918,0.002211896123970974,0.002037926765905841,,,,-0.001971472632234999,0.0039005480035617184,,,,,,-0.0008555447271963202,,0.001314315088156666,0.005038207837933886,-0.0008912800106418668,,,0.004711051484821296,,,0.003048327431354956,0.002061085024609317,,0.001960816023412107,,-0.00046746258290108214,0.002267193527070249,,,0.0009830649439870997,,,,,0.0002801107311869688
693,2025-11-30,HM B,SE0000106270,10227601W,,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,,,,-0.0011589487678314368,,,,,,,0.001960816023412107,-0.0019822457067280863,0.001909215601743367,,,,,-0.0008555447271963202,0.0029733685600921295,0.001314315088156666,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,-0.00207286265332137,,,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,,,,,0.001563581742807068,,0.00021509336176247723
694,2025-11-30,HNR1,DE0008402215,20482501W,,-0.0007573089025704378,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,0.0015177864616369864,,,0.0007903071118327664,,,,,,,,-0.0005632778949242853,-0.0006341800075720975,,,,0.001563581742807068,,3.49238416174819e-06
695,2025-11-30,HO,FR0000121329,01355601W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,,-0.0005512932588620666,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000527254308620988,,,0.002061085024609317,,0.001960816023412107,,-0.00046746258290108214,,0.0016639952492258706,,0.0009830649439870997,,,,0.001671663430097879,1.0409793660097488e-05
696,2025-11-30,HOLM B,SE0011090018,10074403W,,-0.0007573089025704378,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,-0.002628630176313332,,0.0028563068057577932,0.0028563068057577932,-0.0011589487678314368,,,,,,,,-0.0019822457067280863,,-0.006595472078749814,,-0.006595472078749814,,-0.0008555447271963202,-0.0029733685600921295,0.001314315088156666,,,,-0.0007701718987924411,,-0.000527254308620988,,,,-0.002812022979311936,,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,,,-0.0005482951765991097
697,2025-11-30,HOLN,CH0012214059,10130401W,,-0.0007573089025704378,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,,,,-0.0011589487678314368,,,0.002037926765905841,,,,,,0.001909215601743367,,,,,-0.0008555447271963202,-0.0029733685600921295,0.001314315088156666,,,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,,,0.001563581742807068,,-0.00012152722135350793
698,2025-11-30,HOLX,US4364401012,02090401,-0.001832075577430504,,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,-0.0011589487678314368,,0.002211896123970974,,,,,,,-0.001909215601743367,,,,0.0024023242670943032,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,0.004711051484821296,-0.000527254308620988,-0.0015703504949404318,,,,-0.0019502740017808592,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,0.0034547710888689505,,0.001563581742807068,,6.418610198705869e-05
699,2025-11-30,HON,US4385161066,00130001,,-0.0007573089025704378,,,,,-0.0008281985487014606,,,,,,,,,,,,,,,-0.001909215601743367,,,,,,,,-0.0058508220053425765,,-0.004650653388862048,,-0.004423792247941948,-0.000527254308620988,,-0.006254326971228272,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,0.0034547710888689505,,,0.001671663430097879,-0.000115393090682357
700,2025-11-30,HOOD,US7707001027,03929301,,,0.0015840653464246277,-0.0005366138525610055,0.0015840653464246277,-0.003778655878450414,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,,,,,,0.001909215601743367,,,,0.0024023242670943032,-0.0008555447271963202,,,,,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,,,,,,-0.002281452605856854,0.0016639952492258706,-0.0006341800075720975,,,,,,-7.329464123437199e-05
701,2025-11-30,HPE,US42824C1099,02615601,,0.0014866842800460647,,,,0.003701540452359589,0.0016340133528434224,,-0.002628630176313332,-0.004478406967052343,,,-0.0011589487678314368,-0.005757951814781583,-0.002225466038841962,,0.002748113366145756,,,,-0.0019822457067280863,0.001909215601743367,,,,,,,,-0.0058508220053425765,-0.0008912800106418668,-0.004650653388862048,0.0015177864616369864,-0.004423792247941948,-0.000527254308620988,,,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,-0.00046746258290108214,-0.002281452605856854,-0.0005632778949242853,,-0.001960816023412107,,,-0.0007903071118327664,0.001671663430097879,-0.0001970249538241576
702,2025-11-30,HPQ,US40434L1052,00560601,-0.001832075577430504,-0.0007573089025704378,,-0.0005366138525610055,-0.001598021869300616,-0.003778655878450414,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,-0.004478406967052343,,,-0.0011589487678314368,0.002902007714649918,-0.002225466038841962,,,0.0035218540226333956,0.002418339762208265,-0.001971472632234999,-0.0019822457067280863,-0.001909215601743367,,,,,,,,-0.0058508220053425765,-0.0008912800106418668,-0.004650653388862048,0.0015177864616369864,-0.004423792247941948,-0.000527254308620988,,-0.006254326971228272,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,-0.00046746258290108214,-0.002281452605856854,-0.0005632778949242853,,-0.001960816023412107,-0.001813754821656199,,0.001563581742807068,,-0.0007976241545532951
703,2025-11-30,HRL,US4404521001,00570901,-0.001832075577430504,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,,-0.002628630176313332,,,,,-0.005757951814781583,-0.002225466038841962,,,,,,,-0.001909215601743367,,,,,,,-0.005109168511707602,,-0.0008912800106418668,-0.004650653388862048,-0.0007701718987924411,-0.004423792247941948,-0.000527254308620988,-0.0015703504949404318,0.003048327431354956,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,-0.00046746258290108214,-0.002281452605856854,-0.0005632778949242853,-0.0006341800075720975,-0.001960816023412107,,,-0.0007903071118327664,-0.0016950979641646717,-0.0009041281546032822
704,2025-11-30,HSBA,GB0005405286,01550902W,,0.0014866842800460647,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,,-0.0005512932588620666,,,,,,,,0.002037926765905841,0.002748113366145756,,,,,,,,,,0.0027274508596333816,,,,,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,,,,,,,,-0.0006341800075720975,,,,,,-7.35574232993578e-06
705,2025-11-30,HSY,US4278661081,00559701,,0.0014866842800460647,,,,-0.003778655878450414,-0.0008281985487014606,,0.001314315088156666,,,,,0.002902007714649918,,,,,,,,-0.001909215601743367,,,,,,,0.001314315088156666,,-0.0008912800106418668,,,,-0.000527254308620988,-0.0015703504949404318,0.003048327431354956,,,0.001960816023412107,0.003664151154861008,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,-0.0007903071118327664,,-0.0001126428264739567
706,2025-11-30,HUBB,US4435106079,00576401,,,,,,,,-0.0005512932588620666,,,,,,,,,,,,,,-0.001909215601743367,,,,,,,,,,0.005182156633303425,-0.0007701718987924411,,-0.000527254308620988,,0.003048327431354956,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,,,-8.150353041368999e-05
707,2025-11-30,HUBS,US4435731009,02184701,,,,-0.0005366138525610055,,,,-0.0005512932588620666,0.001314315088156666,,,-0.002902007714649918,-0.0011589487678314368,0.002902007714649918,,,,,,,-0.0019822457067280863,,,,,,,,,0.005038207837933886,,-0.004650653388862048,,0.004711051484821296,-0.000527254308620988,0.0007903071118327664,0.003048327431354956,0.002061085024609317,,0.001960816023412107,,-0.00046746258290108214,0.002267193527070249,,,0.0009830649439870997,,,,,4.90644525606984e-05
708,2025-11-30,HUM,US4448591028,02791401,,-0.0007573089025704378,,,,,,,,,,,-0.0011589487678314368,,-0.002225466038841962,0.002037926765905841,,0.0035218540226333956,0.002418339762208265,0.001960816023412107,-0.0019822457067280863,,,,,-0.002418339762208265,-0.0008555447271963202,,,,-0.0008912800106418668,,0.0015177864616369864,,-0.000527254308620988,0.0007903071118327664,,,,0.001960816023412107,,-0.00046746258290108214,,0.0016639952492258706,0.0018602613555448193,0.0009830649439870997,,,0.001563581742807068,,0.0001453732663372453
709,2025-11-30,HWM,US4432011082,02819201,,,,,,,,-0.0005512932588620666,,,,,,,,,0.002748113366145756,,,,,,,,,,,,,0.005038207837933886,,,-0.0007701718987924411,,,0.0007903071118327664,0.003048327431354956,,0.002812022979311936,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,-0.0007903071118327664,,-5.942040212127828e-05
710,2025-11-30,IAG,AU000000IAG3,23911601W,,-0.0007573089025704378,,,0.0015840653464246277,,-0.0008281985487014606,0.0016122265081388433,,,,,,,,,,,,,,,,,,-0.002418339762208265,-0.0008555447271963202,,,,-0.0008912800106418668,,0.0015177864616369864,,0.0015568710915503854,0.0007903071118327664,,,,,,,,-0.0005632778949242853,0.0018602613555448193,,,,,-0.0016950979641646717,1.526700309257942e-05
711,2025-11-30,IAG,CA45075E1043,12947201C,,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,0.0015840653464246277,,,,,,,,,,,,-0.0027690913307728223,,,,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,0.0015177864616369864,,,0.0007903071118327664,,,,,,,,-0.0005632778949242853,0.0018602613555448193,,,,,,0.0001854064695981963
712,2025-11-30,IAG,ES0177542018,01314501W,,0.0014866842800460647,0.0015840653464246277,0.0015840653464246277,,,0.0016340133528434224,0.0016122265081388433,,,,,,,,,0.002748113366145756,,,,,,,,,,,,,,,,0.0015177864616369864,,0.0015568710915503854,0.0007903071118327664,,0.002061085024609317,0.002812022979311936,0.001960816023412107,,-0.00046746258290108214,,0.0016639952492258706,0.0018602613555448193,0.0009830649439870997,,,0.001563581742807068,0.001671663430097879,0.0006873077810366466
713,2025-11-30,IBE,ES0144580Y14,10095701W,,-0.0007573089025704378,,,,,,-0.0005512932588620666,,,,,,,0.002211896123970974,,-0.0027690913307728223,,,,,,,,,,,,,,,,-0.0007701718987924411,,,0.0007903071118327664,,,0.002812022979311936,,,,,,,,,,,,-2.261786736408012e-05
714,2025-11-30,IBKR,US45841N1072,17670101,,,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,,,,,,-0.001909215601743367,,,,0.0024023242670943032,-0.0008555447271963202,,,,0.002609719167850646,,,,-0.000527254308620988,0.0007903071118327664,,,,,,,0.002267193527070249,0.0016639952492258706,,,,0.007718105624068931,-0.0007903071118327664,0.001671663430097879,0.00025006583400689154
715,2025-11-30,IBM,US4592001014,00606601,,,,-0.0005366138525610055,,-0.003778655878450414,-0.0008281985487014606,,,,,,-0.0011589487678314368,,,,,,,0.001960816023412107,,,,,,,,,,,,,-0.0007701718987924411,,,,,,,,-0.001879538675291398,-0.00046746258290108214,0.002267193527070249,-0.0005632778949242853,,,-0.001813754821656199,,,0.001671663430097879,-0.00023679880247419932
716,2025-11-30,ICE,US45866F1049,16361001,-0.001832075577430504,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,,,-0.000527254308620988,0.0007903071118327664,,,,,,,,,-0.0006341800075720975,,0.0034547710888689505,-0.004218034468967904,,,-0.00018415433244540013
717,2025-11-30,ICL,IL0002810146,22021102W,,,,,,,,-0.0005512932588620666,0.001314315088156666,,,,-0.0011589487678314368,,,,,,,,-0.0019822457067280863,-0.001909215601743367,,,,,-0.0008555447271963202,,0.001314315088156666,,,,-0.0007701718987924411,,-0.000527254308620988,-0.0015703504949404318,,,,,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,-0.001960816023412107,,,,,-0.00024786933043377405
718,2025-11-30,IDXX,US45168D1046,02419701,,,,-0.0005366138525610055,,-0.003778655878450414,-0.0008281985487014606,-0.0005512932588620666,0.001314315088156666,,0.0028563068057577932,0.0028563068057577932,0.0033901959283293434,0.002902007714649918,,,,0.0035218540226333956,0.002418339762208265,0.001960816023412107,0.0039005480035617184,,,,,,-0.0008555447271963202,-0.0029733685600921295,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,,,-0.0019502740017808592,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,-0.0007903071118327664,,-0.00015758840903677573
719,2025-11-30,IEX,US45167R1041,01526701,-0.001832075577430504,-0.0007573089025704378,,-0.0005366138525610055,,,,-0.0005512932588620666,,,,,,,,,-0.0027690913307728223,,-0.002434570230411005,-0.001971472632234999,,,,,,,,,,,,,,,-0.000527254308620988,-0.0015703504949404318,-0.006254326971228272,,,,,-0.00046746258290108214,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,,-0.0016950979641646717,-0.00044416205699668966
720,2025-11-30,IFC,CA45823T1066,16249101C,,-0.0007573089025704378,,-0.0005366138525610055,,,,0.0016122265081388433,,,,,,,,,,,,,,,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,,,-0.000527254308620988,0.0007903071118327664,,,,,,,,,-0.0006341800075720975,,,,,-0.0016950979641646717,-5.053619443069056e-05
721,2025-11-30,IFF,US4595061015,00607801,,-0.0007573089025704378,,-0.0005366138525610055,,,-0.0008281985487014606,-0.0005512932588620666,-0.002628630176313332,-0.004478406967052343,,,-0.0011589487678314368,-0.005757951814781583,,-0.002049440476447682,-0.0027690913307728223,,,,,-0.001909215601743367,,,,0.0024023242670943032,-0.0008555447271963202,0.0029733685600921295,0.001314315088156666,,,-0.004650653388862048,-0.0007701718987924411,,0.0015568710915503854,0.0007903071118327664,,,,,,0.001832075577430504,,-0.0005632778949242853,-0.0006341800075720975,,-0.001813754821656199,,-0.0007903071118327664,,-0.00023190171416336922
722,2025-11-30,IFT,NZIFTE0003S3,20982801W,,-0.0007573089025704378,-0.001598021869300616,-0.0005366138525610055,-0.001598021869300616,,,-0.0005512932588620666,,,,,,,,,,,,,,0.001909215601743367,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,0.0007903071118327664,,,,,,,,-0.0005632778949242853,,,,,-0.0007903071118327664,-0.0016950979641646717,-0.0002765672097524501
723,2025-11-30,IFX,DE0006231004,13274001W,,-0.0007573089025704378,,-0.0005366138525610055,-0.001598021869300616,,-0.0008281985487014606,-0.0005512932588620666,,,0.0028563068057577932,0.0028563068057577932,-0.0011589487678314368,,-0.002225466038841962,-0.002049440476447682,,,,,-0.0019822457067280863,-0.001909215601743367,,,,,,,,,-0.0008912800106418668,,-0.0007701718987924411,,-0.000527254308620988,,,,,,-0.001879538675291398,-0.00046746258290108214,-0.002281452605856854,,,0.0009830649439870997,,,,,-0.00027707449853175194
724,2025-11-30,IGM,CA4495861060,01433301C,,0.0014866842800460647,,,,,,,,,,,,,,-0.002049440476447682,,,,,,0.001909215601743367,,,,,-0.0008555447271963202,,,,-0.0008912800106418668,,,,-0.000527254308620988,,,,,,,,,,-0.0006341800075720975,,,,,-0.0016950979641646717,-4.465564285080943e-05
725,2025-11-30,IHG,GB00BHJYC057,02006701W,,,0.0015840653464246277,,,,,-0.0005512932588620666,0.001314315088156666,,,,,,,,,,,-0.001971472632234999,,,,,,,0.0027274508596333816,,0.001314315088156666,,-0.0008912800106418668,,,,-0.000527254308620988,,,-0.00207286265332137,,-0.0019502740017808592,-0.001879538675291398,-0.00046746258290108214,,-0.0005632778949242853,,,,,,,5.138320380572561e-06
