style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Size,Valuation,Valuation,Valuation,Volatility,MP
743,2026-02-28,ITRK,GB0031638363,25238401W,,-0.0005240238361716008,,,,,-0.0003999364201105233,,,,,,,,,,,,,,,-0.0006310824693679495,,,,,,,,,,,,,-0.0005037825721134703,,,,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,-0.0009390507144195088,,,,,-0.00011959841721784713
744,2026-02-28,ITW,US4523081093,00587801,-0.0011856700939640262,,,,-0.002637782905672777,-0.0010527474376900321,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,0.001282856167239766,,,,,,,0.0008536824676540989,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,-0.0003056805711001005,-0.0006844392962241317,,-0.0003798748844739113,-0.0013973968964576021,,,-0.0014228041127568314,-0.000586906696512193,0.0010970218626396128,-0.00019249117492897678
745,2026-02-28,ITX,ES0148396007,24566301W,,,,,,,-0.0003999364201105233,0.0009543198317271431,-0.0019401874264865884,-0.001893247408103848,0.002497475304307204,0.0015650845240325147,0.0027947937929152043,,,,,0.0018485250283848597,0.002497475304307204,,,-0.0006310824693679495,,,,-0.0005576310655697796,,,,,,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,-0.0014228041127568314,,,8.186308191253991e-05
746,2026-02-28,IVN,CA46579R1047,01600501C,,,,,,,,-0.0018781014288390175,-0.0019401874264865884,-0.001893247408103848,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,-0.0012899048274993253,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,-0.001956355655040643,,-0.004268412338270494,,-0.004118643484296091,,,,-0.0014581532832601066,,,,-0.0014953036853813833,-0.0003056805711001005,,,-0.0003798748844739113,,-0.0009390507144195088,,,-0.000586906696512193,,-0.0006485366016302362
747,2026-02-28,IVSB.F,SE0015811963,01569902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002667757711419059,,,,,,6.352773439997531e-05
748,2026-02-28,J,US46982L1089,00621601,,,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,-0.0006310824693679495,,0.0008536824676540989,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,-0.0003056805711001005,-0.0006844392962241317,-0.0010970218626396128,-0.0003798748844739113,-0.0013973968964576021,,,,,,-0.00014542771297419252
749,2026-02-28,J36,BMG507361001,10042403W,,,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,0.0014858397380055517,,-0.0006310824693679495,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,-0.0010970218626396128,,,-0.0003056805711001005,-0.0006844392962241317,,-0.0003798748844739113,,0.0009390507144195088,,0.0014228041127568314,0.0011621914782419663,,5.960298278206238e-05
750,2026-02-28,JBHT,US4456581077,00578301,0.0022792493068434674,,,,,,-0.0003999364201105233,,,,,,,-0.0017011788304701245,,,,,,0.0014858397380055517,,-0.0006310824693679495,,,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,0.001268987451918255,,0.0012039111723327034,-0.0006844392962241317,0.0010919194353715218,0.0014764948339929384,,,,,,,4.922312479420396e-05
751,2026-02-28,JBL,US4663131039,02819501,,,,,,,-0.0003999364201105233,0.0009543198317271431,0.0009504561886837133,,-0.0008475186953244664,-0.0005359878506960666,-0.0028629594951814293,,,0.001924284250859649,0.001282856167239766,0.0018485250283848597,-0.0008475186953244664,0.0014858397380055517,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,-0.004268412338270494,,-0.004118643484296091,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,,,,0.0014858397380055517,0.0012039111723327034,,0.0010919194353715218,-0.0003798748844739113,-0.0013973968964576021,,,,,0.0010970218626396128,-9.82168348036827e-05
752,2026-02-28,JCI,IE00BY7QL619,00626801,0.0022792493068434674,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,0.002637782905672777,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,,,0.0008536824676540989,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,-0.0003056805711001005,-0.0006844392962241317,-0.0010970218626396128,-0.0003798748844739113,0.002667757711419059,,,,-0.000586906696512193,,9.556928753039639e-05
753,2026-02-28,JD.,GB00BM8Q5M07,21309501W,,,,0.0010341968220479172,,,0.001173813393024386,0.0009543198317271431,,,-0.0008475186953244664,,,,0.001268987451918255,,,0.0018485250283848597,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,-0.0016889401338480374,,,,-0.0008237286968592181,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,,0.0023243829564839327,0.0010919194353715218,,,-0.0003056805711001005,,0.0010919194353715218,-0.0003798748844739113,,,,0.0014228041127568314,0.0011621914782419663,,0.0002089382338509038
754,2026-02-28,JKHY,US4262811015,01181101,,,,,-0.002637782905672777,-0.0010527474376900321,,,,,,,,-0.0017011788304701245,,,,,,,,,,,-0.0008536824676540989,-0.0005576310655697796,0.0016889401338480374,,,,,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,,-0.0006844392962241317,,,-0.0013973968964576021,-0.0009390507144195088,-0.0027947937929152043,,,-0.0011073711254947036,-0.00026654804750967054
755,2026-02-28,JMT,PTJMT0AE0001,22110201W,,-0.0005240238361716008,,,,0.0010387729141808724,,0.0009543198317271431,,,,-0.0005359878506960666,,-0.0017011788304701245,0.001268987451918255,,0.001282856167239766,0.0018485250283848597,,0.0014858397380055517,,,,0.0008536824676540989,0.0016889401338480374,,,0.001956355655040643,,,,,,-0.0003595140560564735,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,,-0.0003056805711001005,0.001349210796579754,0.0010919194353715218,,,,,0.0014228041127568314,0.0011621914782419663,0.0010970218626396128,0.000484801739030623
756,2026-02-28,JNJ,US4781601046,00626601,-0.0011856700939640262,,,,,,,0.0009543198317271431,0.0009504561886837133,0.0018631958619434695,,,,,,0.001924284250859649,,0.0018485250283848597,,,0.002497475304307204,-0.0006310824693679495,,,0.0016889401338480374,-0.0005576310655697796,,-0.001956355655040643,,,,,0.0011396246534217337,0.0010671030845676235,-0.0005037825721134703,,,-0.0010970218626396128,,,-0.0003056805711001005,-0.0006844392962241317,,-0.0003798748844739113,,0.0009390507144195088,,,-0.000586906696512193,,-5.532095693640095e-05
757,2026-02-28,JPM,US46625H1005,00296801,,,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,-0.0012899048274993253,,,,,,,,,,,-0.0005576310655697796,,,,,,,,-0.0003595140560564735,-0.0005037825721134703,,,,,,,,,,0.002667757711419059,0.0009390507144195088,,,,,-2.587416325638341e-05
758,2026-02-28,K,CA4969024047,00864401C,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,0.0010387729141808724,0.001173813393024386,0.0009543198317271431,0.0009504561886837133,0.0018631958619434695,0.002497475304307204,0.0015650845240325147,0.0027947937929152043,,0.001268987451918255,,,0.0018485250283848597,0.002497475304307204,,0.002497475304307204,0.0012355930452888273,0.0021940437252792257,,,0.0017651329218411817,0.0016889401338480374,,0.005216948413441716,0.003848568501719298,,0.004118643484296091,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,0.001449152337067143,,0.0010919194353715218,0.001268987451918255,-0.0014953036853813833,0.0012039111723327034,,0.0010919194353715218,0.0014764948339929384,,,,,0.0011621914782419663,,0.0009481574588809318
759,2026-02-28,KBC,BE0003565737,01570301W,,,,,,,0.001173813393024386,,,,,,,,0.001268987451918255,,,,,,,,,,,0.0017651329218411817,0.0016889401338480374,,,,,,,,,,,,,,,-0.0006844392962241317,,,,,,,,,0.0002082894342092937
760,2026-02-28,KBX,DE000KBX1006,32874501W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,0.0012039111723327034,,,-0.0003798748844739113,,,,,0.0011621914782419663,,3.434640385574431e-06
761,2026-02-28,KDP,US49271V1008,02887702,-0.0011856700939640262,,,,0.002637782905672777,,,-0.0018781014288390175,-0.0019401874264865884,,,-0.0005359878506960666,,0.0005796609348268573,,-0.001924284250859649,-0.001282856167239766,-0.0006293905592624053,,-0.0014858397380055517,,-0.0006310824693679495,,0.0008536824676540989,,,,,0.005216948413441716,0.003848568501719298,,,-0.00039257973010849026,-0.0003595140560564735,,,-0.002347626786048772,,,-0.0014953036853813833,-0.0003056805711001005,,,,-0.0013973968964576021,,-0.0027947937929152043,,-0.000586906696512193,,-0.00011359397811435277
762,2026-02-28,KER,FR0000121485,22237901W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,,,-0.0008475186953244664,-0.0005359878506960666,,,,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,-0.0006310824693679495,-0.0007476518426906916,,-0.0008536824676540989,0.0017651329218411817,,0.001956355655040643,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,-0.002347626786048772,,,,-0.0003056805711001005,,,-0.0003798748844739113,,0.0009390507144195088,,,-0.000586906696512193,,-9.929995427206531e-05
763,2026-02-28,KESKOB,FI0009000202,10197101W,,,,,,-0.0010527474376900321,,0.0009543198317271431,,,,-0.0005359878506960666,,-0.0017011788304701245,,,,0.0018485250283848597,,0.0014858397380055517,,-0.0006310824693679495,,,,,,,,,,,-0.00039257973010849026,-0.0003595140560564735,,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,-0.0014953036853813833,-0.0003056805711001005,,-0.0010970218626396128,,,-0.0009390507144195088,,,-0.000586906696512193,,-0.0002554376290513771
764,2026-02-28,KEY,CA4932711001,15413501C,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,0.001268987451918255,,,,,,,-0.0006310824693679495,,0.0008536824676540989,,,,-0.001956355655040643,,,-0.0008237286968592181,,,,,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,-0.0014953036853813833,0.0012039111723327034,,-0.0010970218626396128,-0.0003798748844739113,,,,,-0.000586906696512193,,-0.0001941657068907048
765,2026-02-28,KEY,US4932671088,00978301,,,,,0.002637782905672777,0.0010387729141808724,-0.0003999364201105233,,,,,,,0.0005796609348268573,-0.0012899048274993253,,,,,,,,,,,-0.0005576310655697796,,,,,,,,0.0010671030845676235,-0.0005037825721134703,,,,,,,,,,0.002667757711419059,,,,,,6.832336479270156e-05
766,2026-02-28,KEYS,US49338L1035,02023201,,,,,,,-0.0003999364201105233,,0.0009504561886837133,,-0.0008475186953244664,-0.0005359878506960666,,,,-0.001924284250859649,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,,,,,,-0.0008237286968592181,,,,-0.0005037825721134703,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,,-0.00012061081355581446
767,2026-02-28,KGF,GB0033195214,10076001W,,0.0010341968220479172,,,,,-0.0003999364201105233,,0.0009504561886837133,,-0.0008475186953244664,-0.0005359878506960666,,,0.001268987451918255,,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,,-0.0005576310655697796,,0.001956355655040643,,,,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,0.0023243829564839327,,,0.0014858397380055517,0.0012039111723327034,,,-0.0003798748844739113,,,,,0.0011621914782419663,,0.0002640714678712658
768,2026-02-28,KHC,US5007541064,00556804,-0.0011856700939640262,,,,-0.002637782905672777,-0.0010527474376900321,,-0.0018781014288390175,,,,-0.0005359878506960666,,0.0005796609348268573,,-0.001924284250859649,-0.001282856167239766,-0.0006293905592624053,,-0.0014858397380055517,,,,0.0008536824676540989,,,,,,,,0.004118643484296091,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,-0.0003056805711001005,-0.0006844392962241317,0.0010919194353715218,,-0.0013973968964576021,0.0009390507144195088,0.005216948413441716,,,,-8.829887123817485e-05
769,2026-02-28,KIM,US49446R1095,02473101,,,,,,,,,,,,,,,-0.0012899048274993253,-0.001924284250859649,,,,,,,,,,,,,,,,,,,,,,,,,-0.0003056805711001005,,,0.0014764948339929384,,,-0.0027947937929152043,,,,-7.829886566510019e-05
770,2026-02-28,KKR,US48251W1045,17974101,-0.0011856700939640262,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,-0.0012899048274993253,,,,,,,,,,-0.0008536824676540989,-0.0005576310655697796,,,,,,,,-0.0003595140560564735,-0.0005037825721134703,,,,,-0.0014953036853813833,,,,,-0.0013973968964576021,,,,-0.000586906696512193,,-0.0002857907953912321
771,2026-02-28,KLAC,US4824801009,00630401,,,,,-0.002637782905672777,,-0.0003999364201105233,0.0009543198317271431,0.0009504561886837133,,0.002497475304307204,0.0015650845240325147,,,,0.001924284250859649,0.001282856167239766,0.0018485250283848597,0.002497475304307204,,0.002497475304307204,0.0012355930452888273,0.0021940437252792257,,,,,,,0.003848568501719298,,,,,-0.0005037825721134703,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,0.0010970218626396128,0.0002074789892156824
772,2026-02-28,KMB,US4943681035,00643501,-0.0011856700939640262,-0.0005240238361716008,,,,-0.0010527474376900321,,0.0009543198317271431,0.0009504561886837133,,,0.0015650845240325147,,-0.0017011788304701245,,0.001924284250859649,0.001282856167239766,0.0018485250283848597,,,,0.0012355930452888273,,-0.002524329877471798,0.0016889401338480374,,,,0.005216948413441716,,,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,-0.0014581532832601066,-0.002347626786048772,-0.0010970218626396128,-0.0012758841228525932,-0.0014953036853813833,-0.0003056805711001005,-0.0006844392962241317,-0.0010970218626396128,,-0.0013973968964576021,,-0.0027947937929152043,,-0.000586906696512193,0.0010970218626396128,-0.0002580564958013932
773,2026-02-28,KMI,US49456B1017,00631004,-0.0011856700939640262,,,,,,,,,,,,,0.0005796609348268573,0.001268987451918255,,-0.001282856167239766,,,-0.0014858397380055517,,,,,,,,,,,,0.004118643484296091,,,,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,-0.0027947937929152043,,-0.000586906696512193,,6.503395717035342e-05
774,2026-02-28,KNEBV,FI0009013403,10102301W,,-0.0005240238361716008,,,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,0.001282856167239766,,,0.0014858397380055517,,,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,0.001449152337067143,,,-0.0012758841228525932,,-0.0003056805711001005,-0.0006844392962241317,,0.0014764948339929384,,,,,-0.000586906696512193,,2.6035597737241725e-06
775,2026-02-28,KNIN,CH0025238863,21144701W,,-0.0005240238361716008,,,,-0.0010527474376900321,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,0.001282856167239766,,,0.0014858397380055517,,,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,,,0.001268987451918255,,-0.0003056805711001005,-0.0006844392962241317,0.0010919194353715218,-0.0003798748844739113,,,,,0.0011621914782419663,0.0010970218626396128,8.643622336042768e-05
776,2026-02-28,KO,US1912161007,00314401,,,,,,,,-0.0018781014288390175,,,,0.0015650845240325147,,0.0005796609348268573,,-0.001924284250859649,,,,-0.0014858397380055517,,,,,0.0016889401338480374,,-0.0016889401338480374,-0.001956355655040643,,,,,,,-0.0005037825721134703,0.001449152337067143,-0.002347626786048772,,0.001268987451918255,-0.0014953036853813833,-0.0003056805711001005,-0.0006844392962241317,,,,0.0009390507144195088,,-0.0014228041127568314,-0.000586906696512193,,-0.00018983440960669361
777,2026-02-28,KOG,NO0013536151,21178701W,,,,0.0010341968220479172,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,0.0014858397380055517,,,,0.0008536824676540989,,,,,,,,,,,,0.001449152337067143,,,0.001268987451918255,,0.0012039111723327034,,,-0.0003798748844739113,,-0.0009390507144195088,,,,0.0010970218626396128,0.00014116876774373968
778,2026-02-28,KPN,NL0000009082,06144001W,,,,,,,-0.0003999364201105233,,,,,0.0015650845240325147,,,0.001268987451918255,,,,,,,,0.0021940437252792257,,,,-0.0016889401338480374,,,,,,,-0.0003595140560564735,,,,,,,-0.0003056805711001005,,,,,,,,-0.000586906696512193,,7.257914721183326e-05
779,2026-02-28,KR,US5010441013,00650201,,,,,0.002637782905672777,,,0.0009543198317271431,0.0009504561886837133,,,,,-0.0017011788304701245,0.001268987451918255,,0.001282856167239766,-0.0006293905592624053,,0.0014858397380055517,,-0.0006310824693679495,,0.0008536824676540989,,,0.0016889401338480374,0.001956355655040643,,-0.004268412338270494,,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,0.0023243829564839327,,,,-0.0003056805711001005,,,,-0.0013973968964576021,,0.005216948413441716,0.0014228041127568314,,0.0010970218626396128,0.00036089897134122166
780,2026-02-28,KRX,IE0004927939,10257401W,,-0.0005240238361716008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008237286968592181,,,-0.0003595140560564735,,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,,,,,,-0.00012699544164781535
781,2026-02-28,KRZ,IE0004906560,10080103W,,-0.0005240238361716008,,,,,,,0.0009504561886837133,,,-0.0005359878506960666,,0.0005796609348268573,-0.0012899048274993253,,-0.001282856167239766,-0.0006293905592624053,,-0.0014858397380055517,,0.0012355930452888273,,,-0.0008536824676540989,,,,,,,,,-0.0003595140560564735,,,,,,0.0014858397380055517,0.0012039111723327034,-0.0006844392962241317,,,,,,,,-0.0011073711254947036,-0.00010725006278713261
782,2026-02-28,KVUE,US49177J1025,04189701,,,,,,,,,,,,-0.0005359878506960666,,0.0005796609348268573,,-0.001924284250859649,,-0.0006293905592624053,,-0.0014858397380055517,,,,0.0008536824676540989,,,,,-0.005335515422838118,-0.004268412338270494,,-0.004118643484296091,,0.0010671030845676235,-0.0005037825721134703,,,,,,,,,,0.002667757711419059,,,,-0.000586906696512193,,-3.3177756196905615e-05
783,2026-02-28,L,CA5394811015,00677101C,,,,,,,,0.0009543198317271431,,,,0.0015650845240325147,,,,,0.001282856167239766,,,,,-0.0006310824693679495,,0.0008536824676540989,-0.0008536824676540989,,0.0016889401338480374,,,,,,-0.00039257973010849026,,,,,,,,-0.0003056805711001005,,,,,,,,,,7.220568936667598e-05
784,2026-02-28,L,US5404241086,00678101,,,,,,,,,,,,,,-0.0017011788304701245,,,,,,,,,,,-0.0008536824676540989,-0.0005576310655697796,,,,,,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,,,0.0010919194353715218,,,,0.001349210796579754,0.0010919194353715218,,,,,,,,-1.7269152963710722e-05
785,2026-02-28,LAND,GB00BYW0PQ60,01560201W,,,,,,,,-0.0018781014288390175,,,,-0.0005359878506960666,,,-0.0012899048274993253,,,,,,,,,,,,,-0.001956355655040643,,,,,,,,-0.0014581532832601066,-0.002347626786048772,-0.0010970218626396128,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,,,,-0.000586906696512193,,-0.00038404338385071823
786,2026-02-28,LATO B,SE0010100958,01629901W,,,,,,,,,,,,,,0.0005796609348268573,,,-0.001282856167239766,,,-0.0014858397380055517,,-0.0006310824693679495,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,,,,,,,-0.0003056805711001005,-0.0006844392962241317,,-0.0003798748844739113,,-0.0009390507144195088,,,,-0.0011073711254947036,-8.749837592442468e-05
787,2026-02-28,LDO,IT0003856405,01626701W,,0.0010341968220479172,0.0010341968220479172,0.0010341968220479172,,0.0010387729141808724,0.001173813393024386,,,,,,,0.0005796609348268573,,,,,,,,-0.0006310824693679495,,,,,,,,,,,-0.00039257973010849026,0.0010671030845676235,0.0009947571127325303,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,0.0014228041127568314,-0.000586906696512193,,0.00017585396369461574
788,2026-02-28,LDOS,US5253271028,16512301,0.0022792493068434674,0.0010341968220479172,,0.0010341968220479172,0.002637782905672777,0.0010387729141808724,,,,,,,,0.0005796609348268573,,,0.001282856167239766,,,,,-0.0006310824693679495,,0.0008536824676540989,,,,,,,,,,0.0010671030845676235,0.0009947571127325303,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,,,0.00021308882763890308
789,2026-02-28,LEG,DE000LEG1110,31487401W,,,,,,,,-0.0018781014288390175,,,,-0.0005359878506960666,,,,,,,,,,,,,,,,-0.001956355655040643,,,,,,,0.0009947571127325303,,0.0023243829564839327,,,,0.0012039111723327034,0.001349210796579754,0.0010919194353715218,-0.0003798748844739113,,,,0.0014228041127568314,0.0011621914782419663,,8.003713261626654e-05
790,2026-02-28,LEN,US5260571048,00666901,-0.0011856700939640262,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,-0.002637782905672777,-0.0010527474376900321,-0.0003999364201105233,-0.0018781014288390175,0.0009504561886837133,0.0018631958619434695,-0.0008475186953244664,-0.0005359878506960666,,,,-0.001924284250859649,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,0.0012355930452888273,-0.0007476518426906916,,-0.0008536824676540989,-0.0005576310655697796,0.0016889401338480374,-0.001956355655040643,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,-0.0014581532832601066,-0.002347626786048772,-0.0010970218626396128,-0.0012758841228525932,-0.0014953036853813833,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,,,,-0.000586906696512193,-0.0011073711254947036,-0.0005706396222732232
791,2026-02-28,LGEN,GB0005603997,01560301W,,,,-0.0010387729141808724,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,0.0012355930452888273,,,-0.0008536824676540989,-0.0005576310655697796,,,,,,,-0.00039257973010849026,-0.0003595140560564735,,,,-0.0010970218626396128,,-0.0014953036853813833,,-0.0006844392962241317,-0.0010970218626396128,,,0.0009390507144195088,,,-0.000586906696512193,0.0010970218626396128,-0.0001059577246289733
792,2026-02-28,LH,US5049221055,01496001,-0.0011856700939640262,,,,,,,,,,-0.0008475186953244664,-0.0005359878506960666,,,,-0.001924284250859649,,-0.0006293905592624053,-0.0008475186953244664,,-0.0008505894152350623,,-0.0007476518426906916,,,-0.0005576310655697796,0.0016889401338480374,,,,,,0.0011396246534217337,0.0010671030845676235,0.0009947571127325303,,,,,,-0.0003056805711001005,,0.0010919194353715218,0.0014764948339929384,,,,,,,3.3649950185588735e-05
793,2026-02-28,LHA,DE0008232125,10010301W,,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,0.0010387729141808724,0.001173813393024386,,,,,,,-0.0017011788304701245,,,,,,,,-0.0006310824693679495,,-0.002524329877471798,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,0.0009947571127325303,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,0.0012039111723327034,0.001349210796579754,-0.0010970218626396128,-0.0003798748844739113,,0.0009390507144195088,,0.0014228041127568314,-0.000586906696512193,0.0010970218626396128,-8.247602031869679e-05
794,2026-02-28,LHX,US5024311095,00549201,-0.0011856700939640262,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,,,-0.0005037825721134703,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,,,,-0.000586906696512193,,-9.271886066699063e-05
795,2026-02-28,LI,FR0000121964,01593601W,,,,,,,,,0.0009504561886837133,0.0018631958619434695,,,,,,,,,,,,,,,,,,-0.001956355655040643,,,,,,,,,,,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,,,,,0.0011621914782419663,,-0.00011488906303201619
796,2026-02-28,LIFCO B,SE0015949201,23422502W,,-0.0005240238361716008,,,,-0.0010527474376900321,-0.0003999364201105233,,,,,,,0.0005796609348268573,,,,,,,,,,0.0008536824676540989,,,,,,,-0.0008237286968592181,,-0.00039257973010849026,-0.0003595140560564735,,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,,-0.0009390507144195088,,,,,-6.60101488835923e-05
797,2026-02-28,LII,US5261071071,12238001,-0.0011856700939640262,-0.0005240238361716008,-0.0010387729141808724,-0.0010387729141808724,,,-0.0003999364201105233,,,,,,,,,,0.001282856167239766,,,0.0014858397380055517,,-0.0006310824693679495,,0.0008536824676540989,,,,,,,,,,,-0.0005037825721134703,-0.0014581532832601066,,-0.0010970218626396128,-0.0012758841228525932,,-0.0003056805711001005,,-0.0010970218626396128,-0.0003798748844739113,-0.0013973968964576021,-0.0009390507144195088,,-0.0014228041127568314,,,-0.00025579080792004043
798,2026-02-28,LIN,IE000S9YS762,02512401,,,,,,,-0.0003999364201105233,0.0009543198317271431,0.0009504561886837133,0.0018631958619434695,,,,,,0.001924284250859649,,,,,0.002497475304307204,,,,0.0016889401338480374,-0.0005576310655697796,,,,0.003848568501719298,,0.004118643484296091,-0.00039257973010849026,-0.0003595140560564735,-0.0005037825721134703,,,,,,-0.0003056805711001005,,,-0.0003798748844739113,0.002667757711419059,0.0009390507144195088,,,-0.000586906696512193,,0.00017139586602797253
799,2026-02-28,LISN,CH0010570759,10189502W,,,,,,,,,0.0009504561886837133,0.0018631958619434695,,-0.0005359878506960666,,0.0005796609348268573,-0.0012899048274993253,,-0.001282856167239766,-0.0006293905592624053,,,,-0.0006310824693679495,,,-0.0008536824676540989,,,-0.001956355655040643,,,,,-0.00039257973010849026,-0.0003595140560564735,,,,,,,-0.0003056805711001005,-0.0006844392962241317,,,,-0.0009390507144195088,,-0.0014228041127568314,-0.000586906696512193,-0.0011073711254947036,-0.00035628692266149585
