style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
196,2026-07-31,300456 CH Equity,CNE100001ZL7,31970201W,,,,,,-0.016666666666666666,,,,,,,-0.013157894736842105,-0.011627906976744186,,-0.012658227848101266,,-0.013513513513513514,,,,,-0.02564102564102564,-0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,-0.004941577412098993
197,2026-07-31,300474 CH Equity,CNE100002664,32145701W,,,,,,-0.016666666666666666,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,,,,-0.02564102564102564,-0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,-0.004719896739500404
198,2026-07-31,300475 CH Equity,CNE1000020T8,31982701W,,,,,,0.008264462809917356,0.014285714285714285,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,0.0064516129032258064,0.0024752475247524753,0.0023220391292852133
199,2026-07-31,300476 CH Equity,CNE1000020V4,31985801W,0.010101010101010102,,-0.010638297872340425,,,,,0.015873015873015872,0.014925373134328358,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,0.0064516129032258064,0.0024752475247524753,0.0026977105722941347
200,2026-07-31,300487 CH Equity,CNE100002136,32002301W,-0.010526315789473684,-0.01,-0.010638297872340425,,0.014492753623188406,,,-0.016129032258064516,-0.015151515151515152,,,,,,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,-0.001063633936692006
201,2026-07-31,300496 CH Equity,CNE1000021D0,32096101W,,,,,,,0.014285714285714285,,,,,,,,,0.00423728813559322,,,,,,,-0.02564102564102564,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.0014691508127865438
202,2026-07-31,300498 CH Equity,CNE100002508,32066801W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,,0.015873015873015872,0.014925373134328358,,,,,,,0.00423728813559322,,0.0045871559633027525,-0.02127659574468085,0.008771929824561403,,,0.01282051282051282,,,,0.0064516129032258064,,0.0015826848536533583
203,2026-07-31,300502 CH Equity,CNE100002615,32133601W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,0.008264462809917356,0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,0.0027399240723367077
204,2026-07-31,300548 CH Equity,CNE100002D38,32262901W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,0.015873015873015872,0.014925373134328358,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,,0.0024752475247524753,0.0035226030210873775
205,2026-07-31,300604 CH Equity,CNE100002Q09,32399601W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,0.015873015873015872,0.014925373134328358,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,,0.0024752475247524753,0.003796542037062546
206,2026-07-31,300620 CH Equity,CNE100002PK8,32367801W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,,,,,0.011627906976744186,,,,,,,,0.01282051282051282,,,,,0.0024752475247524753,-0.00047690610372018644
207,2026-07-31,300628 CH Equity,CNE100002PC5,32373301W,,,-0.010638297872340425,,,0.008264462809917356,0.014285714285714285,,,,,,,,0.011627906976744186,,,,,,,,0.01282051282051282,,,,0.0064516129032258064,-0.00980392156862745,0.0013817211053146704
208,2026-07-31,300661 CH Equity,CNE100002NT4,32470501W,,,,,,0.008264462809917356,,,,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,,,,,,0.01282051282051282,0.017857142857142856,,0.017857142857142856,,0.0024752475247524753,0.0024926922185673174
209,2026-07-31,300699 CH Equity,CNE1000034T9,32530101W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,0.014492753623188406,,,0.015873015873015872,0.014925373134328358,,,,,,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0016587114552641332
210,2026-07-31,300724 CH Equity,CNE100003G91,32790101W,,-0.01,-0.010638297872340425,-0.010309278350515464,,-0.016666666666666666,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,-0.01282051282051282,0.0024752475247524753,-0.001978169898665531
211,2026-07-31,300748 CH Equity,CNE100003G83,32845801W,,0.009900990099009901,,,0.014492753623188406,,,,,,,,,,,,,,,,-0.027777777777777776,,,,,,,0.0024752475247524753,0.0005563033056955592
212,2026-07-31,300750 CH Equity,CNE100003662,32741501W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,,,-0.02040816326530612,,,,,0.011627906976744186,,,,,0.008771929824561403,-0.027777777777777776,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,-0.0005073979246940783
213,2026-07-31,300751 CH Equity,CNE100003FS0,32935601W,0.010101010101010102,,,,,-0.016666666666666666,-0.014285714285714285,-0.016129032258064516,-0.015151515151515152,,,,-0.013157894736842105,,,,,0.0045871559633027525,,,,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,-0.0029046258611271497
214,2026-07-31,300757 CH Equity,CNE100003JT0,33165201W,,,-0.010638297872340425,,,,,,,-0.02040816326530612,0.01694915254237288,,-0.013157894736842105,-0.011627906976744186,,-0.012658227848101266,,-0.013513513513513514,,0.008771929824561403,-0.027777777777777776,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0036451317248969036
215,2026-07-31,300759 CH Equity,CNE100003JW4,33165401W,,,,,-0.014705882352941176,0.008264462809917356,,,,,,,,,0.011627906976744186,,,,-0.02127659574468085,0.008771929824561403,,,,,,0.017857142857142856,,0.0024752475247524753,-0.0001645548056394264
216,2026-07-31,300760 CH Equity,CNE100003G67,32896601W,-0.010526315789473684,-0.01,,-0.010309278350515464,,0.008264462809917356,,,,,,,,,,,,,,,,,,,,,0.0064516129032258064,0.0024752475247524753,-9.461056404972182e-05
217,2026-07-31,300763 CH Equity,CNE100003JZ7,33131301W,0.010101010101010102,,0.010869565217391304,,,,,,,-0.02040816326530612,,,-0.013157894736842105,-0.011627906976744186,-0.011627906976744186,-0.012658227848101266,,-0.013513513513513514,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,-0.017857142857142856,,-0.02040816326530612,,0.0024752475247524753,-0.0027934612204663298
218,2026-07-31,300765 CH Equity,CNE100003K04,33129401W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,,,,,-0.017241379310344827,,,-0.011627906976744186,-0.011627906976744186,,,,-0.02127659574468085,,,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0009245802525640605
219,2026-07-31,300782 CH Equity,CNE100003QK4,33263901W,,-0.01,-0.010638297872340425,-0.010309278350515464,,0.008264462809917356,,,,,,,-0.013157894736842105,-0.011627906976744186,-0.011627906976744186,-0.012658227848101266,,-0.013513513513513514,,,,,,,,0.017857142857142856,-0.01282051282051282,-0.00980392156862745,-0.0027951942991191617
220,2026-07-31,300803 CH Equity,CNE000001QQ6,33497501W,,,,,,0.008264462809917356,,,,,0.01694915254237288,-0.02564102564102564,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,-0.027777777777777776,,,,,,,0.0024752475247524753,0.0004978884605225747
221,2026-07-31,300832 CH Equity,CNE100003T39,33837401W,,,-0.010638297872340425,,,,0.014285714285714285,,,,,,,,0.011627906976744186,,,,,,,,,,,,0.0064516129032258064,-0.00980392156862745,0.0003516462095012835
222,2026-07-31,300857 CH Equity,CNE100004173,34525801W,,,,,,0.008264462809917356,-0.014285714285714285,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,0.017857142857142856,,0.0024752475247524753,0.0024157534266328285
223,2026-07-31,300866 CH Equity,CNE1000047B9,33949401W,0.010101010101010102,,,,,0.008264462809917356,,,,,,,0.012987012987012988,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,,0.0024752475247524753,0.0012989229784204181
224,2026-07-31,300896 CH Equity,CNE100004868,34019201W,,,,,,0.008264462809917356,0.014285714285714285,,,,,-0.02564102564102564,,,,,,,,,,,,,,,0.0064516129032258064,0.0024752475247524753,0.001077272599884103
225,2026-07-31,300919 CH Equity,CNE1000049X9,34607201W,,,0.010869565217391304,,,,,,,-0.02040816326530612,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,,,-0.027777777777777776,,,-0.017857142857142856,,,,0.0024752475247524753,-0.0029697172948251276
226,2026-07-31,301236 CH Equity,CNE1000058S0,18604101W,,,,,,,,,,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,0.0004066875606735863
227,2026-07-31,301269 CH Equity,CNE100005GY1,35399801W,,,,,,,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,,,,,,,,,0.0024752475247524753,-0.0007689619631992547
228,2026-07-31,301308 CH Equity,CNE100005K10,35384701W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,0.008264462809917356,-0.014285714285714285,0.015873015873015872,0.014925373134328358,,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,,,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,0.0023447395862520376
229,2026-07-31,301358 CH Equity,CNE100005YS6,35566601W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,0.014492753623188406,,,,,-0.02040816326530612,,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,-0.017241379310344827,,,,-0.017857142857142856,,0.017857142857142856,-0.01282051282051282,0.0024752475247524753,-0.0009890890978065932
230,2026-07-31,301550 CH Equity,CNE1000068M2,35831301W,,,,,,,,,,,-0.017241379310344827,-0.02564102564102564,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,,,,,,,,-0.01282051282051282,,-0.002101437338475484
231,2026-07-31,302132 CH Equity,CNE100006T10,29519401W,-0.010526315789473684,,-0.010638297872340425,-0.010309278350515464,,-0.016666666666666666,,0.015873015873015872,0.014925373134328358,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,,-0.01282051282051282,-0.00980392156862745,0.0005798986102599716
232,2026-07-31,600000 CH Equity,CNE0000011B7,24382901W,-0.010526315789473684,-0.01,,-0.010309278350515464,,0.008264462809917356,,,,,,-0.02564102564102564,-0.013157894736842105,,,-0.012658227848101266,,,-0.02127659574468085,,,,,,,,,0.0024752475247524753,-0.0018955701222747316
233,2026-07-31,600008 CH Equity,CNE000001295,25982901W,0.010101010101010102,,,,,-0.016666666666666666,,,,,-0.017241379310344827,0.024390243902439025,,,,,,,,,,-0.1,0.01282051282051282,,,,-0.01282051282051282,,-0.004997626605551271
234,2026-07-31,600009 CH Equity,CNE000000V89,24363201W,,,-0.010638297872340425,,,,,,,,,,-0.013157894736842105,-0.011627906976744186,,-0.012658227848101266,,-0.013513513513513514,,0.008771929824561403,0.014084507042253521,,,0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,0.00028930687247162004
235,2026-07-31,600010 CH Equity,CNE0000017H1,25133401W,,,,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0005998196439098915
236,2026-07-31,600011 CH Equity,CNE000001998,03074702W,,,0.010869565217391304,,-0.014705882352941176,,,,,,,,,,,0.00423728813559322,0.0625,0.0045871559633027525,,0.008771929824561403,,,0.01282051282051282,,0.05,,0.0064516129032258064,,0.0033936671761803853
237,2026-07-31,600015 CH Equity,CNE000001FW7,26001001W,-0.010526315789473684,-0.01,,-0.010309278350515464,0.014492753623188406,0.008264462809917356,,,,,0.01694915254237288,-0.02564102564102564,,,,,,0.0045871559633027525,-0.02127659574468085,,0.014084507042253521,,,,,,,-0.00980392156862745,-0.00023725572556449435
238,2026-07-31,600016 CH Equity,CNE0000015Y0,24948201W,,-0.01,,-0.010309278350515464,,,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,,-0.02127659574468085,,0.014084507042253521,,,,,,,0.0024752475247524753,-0.00126899696749982
239,2026-07-31,600019 CH Equity,CNE0000015R4,24947901W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,-0.000616395212316694
240,2026-07-31,600021 CH Equity,CNE000001G53,26016301W,,,,,,,,,,,,-0.02564102564102564,,,,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,0.01282051282051282,,-0.1,,,,-0.001019000373599187
241,2026-07-31,600023 CH Equity,CNE100001SP3,31693701W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,0.014492753623188406,0.008264462809917356,,,,,0.01694915254237288,0.024390243902439025,,,,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,-0.017241379310344827,,,0.01282051282051282,,,,,,-0.0006464825916379563
242,2026-07-31,600026 CH Equity,CNE000001BD6,21175902W,0.010101010101010102,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,-0.02564102564102564,,0.05,,,-0.00980392156862745,0.0034193106304814293
243,2026-07-31,600027 CH Equity,CNE000001LJ2,23602502W,,0.009900990099009901,,0.01020408163265306,,0.008264462809917356,,0.015873015873015872,0.014925373134328358,-0.02040816326530612,-0.017241379310344827,,,,,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,,,0.09090909090909091,,,0.05,,0.0064516129032258064,,0.005020193810430685
244,2026-07-31,600028 CH Equity,CNE0000018G1,14075602W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,,,,,0.011627906976744186,,,,,,,,,,,0.05,-0.02040816326530612,,0.0024752475247524753,-0.00042917111901149776
245,2026-07-31,600029 CH Equity,CNE000001FG0,20580902W,-0.010526315789473684,-0.01,,-0.010309278350515464,0.014492753623188406,,-0.014285714285714285,,,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,-0.00011025151196886834
246,2026-07-31,600030 CH Equity,CNE000001DB6,25712001W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,-0.014705882352941176,,,,,,0.01694915254237288,,,,,0.00423728813559322,,,,0.008771929824561403,-0.027777777777777776,,,,,,,0.0024752475247524753,-0.0002667592458455262
247,2026-07-31,600031 CH Equity,CNE000001F70,26012701W,,,,,,,,,,-0.02040816326530612,,,,-0.011627906976744186,,,,,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,0.0011746999238501704
248,2026-07-31,600036 CH Equity,CNE000001B33,25402301W,,,,,,,,,,,,-0.02564102564102564,,,,0.00423728813559322,,0.0045871559633027525,,,,,,,,,,0.0024752475247524753,-3.037698130688911e-06
249,2026-07-31,600038 CH Equity,CNE0000015V6,25999401W,,,,,,,,,,,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,-0.017241379310344827,0.014084507042253521,,,,,,-0.01282051282051282,0.0024752475247524753,-0.00027499214451648526
250,2026-07-31,600039 CH Equity,CNE000001DQ4,27075201W,-0.010526315789473684,,-0.010638297872340425,,-0.014705882352941176,,-0.014285714285714285,,,,-0.017241379310344827,,,,-0.011627906976744186,,,0.0045871559633027525,0.01098901098901099,,0.014084507042253521,,,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.002616957343901551
251,2026-07-31,600050 CH Equity,CNE000001CS2,25736201W,,0.009900990099009901,,,,,-0.014285714285714285,,,,-0.017241379310344827,,,,,,0.0625,,-0.02127659574468085,0.008771929824561403,0.014084507042253521,,,,,,0.0064516129032258064,0.0024752475247524753,0.0015732586017480072
252,2026-07-31,600060 CH Equity,CNE000000PF3,24379501W,,,,,-0.014705882352941176,,0.014285714285714285,,,,0.01694915254237288,0.024390243902439025,0.012987012987012988,0.011627906976744186,0.011627906976744186,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0018866881113770487
253,2026-07-31,600061 CH Equity,CNE000000Q11,27244501W,,,,,,-0.016666666666666666,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,,,,,,,,0.0024752475247524753,0.000252745002654209
254,2026-07-31,600066 CH Equity,CNE000000PY4,26027901W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,0.014285714285714285,,,,0.01694915254237288,,0.012987012987012988,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,,,,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,0.0005605051427136792
255,2026-07-31,600085 CH Equity,CNE000000R69,25130201W,-0.010526315789473684,,-0.010638297872340425,,,0.008264462809917356,,,,,,0.024390243902439025,,,,,,,0.01098901098901099,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0011480856238542823
256,2026-07-31,600089 CH Equity,CNE000000RB8,27104701W,,0.009900990099009901,-0.010638297872340425,0.01020408163265306,0.014492753623188406,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,-0.02127659574468085,,,,,,,,,0.0024752475247524753,0.00037656694720609687
257,2026-07-31,600096 CH Equity,CNE000000S01,27087001W,-0.010526315789473684,,-0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.0010327759164780281
258,2026-07-31,600104 CH Equity,CNE000000TY6,24380401W,-0.010526315789473684,-0.01,,-0.010309278350515464,,,,,,,,,,,,0.00423728813559322,-0.06666666666666667,0.0045871559633027525,,0.008771929824561403,,,,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.002906022983036056
259,2026-07-31,600105 CH Equity,CNE000000T83,27197501W,,,,,,,,,,,,,,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,,,,,0.0024752475247524753,0.0010526746888760677
260,2026-07-31,600109 CH Equity,CNE000000SV4,27202001W,0.010101010101010102,0.009900990099009901,,0.01020408163265306,,,,,,,0.01694915254237288,,0.012987012987012988,,,0.00423728813559322,,,,0.008771929824561403,,,,,,,,0.0024752475247524753,0.001816514682798095
261,2026-07-31,600111 CH Equity,CNE000000T18,27104401W,,0.009900990099009901,,,,,,0.015873015873015872,0.014925373134328358,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0015198792427780347
262,2026-07-31,600115 CH Equity,CNE000000TR0,06433602W,-0.010526315789473684,-0.01,0.010869565217391304,-0.010309278350515464,0.014492753623188406,,-0.014285714285714285,,,0.021739130434782608,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,-0.02127659574468085,0.008771929824561403,,,,,,,0.0064516129032258064,0.0024752475247524753,0.0010687572824715746
263,2026-07-31,600118 CH Equity,CNE000000SM3,27193701W,,,,,,,,,,0.021739130434782608,0.01694915254237288,,,,,0.00423728813559322,,,0.01098901098901099,0.008771929824561403,,,,-0.017857142857142856,,,-0.01282051282051282,0.0024752475247524753,0.000541690821261633
264,2026-07-31,600126 CH Equity,CNE000000V97,25132201W,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.00012997284965517815
265,2026-07-31,600141 CH Equity,CNE000000ZC9,27209501W,-0.010526315789473684,-0.01,,-0.010309278350515464,-0.014705882352941176,,,,,-0.02040816326530612,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,,,-0.00980392156862745,-0.004137829562107301
266,2026-07-31,600143 CH Equity,CNE000001JP3,27068101W,-0.010526315789473684,-0.01,-0.010638297872340425,-0.010309278350515464,,,,,,0.021739130434782608,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.00031371995721920826
267,2026-07-31,600150 CH Equity,CNE000000W05,27122801W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,,,-0.02040816326530612,-0.017241379310344827,,,,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,,,,0.0064516129032258064,0.0024752475247524753,0.0013219466469454287
268,2026-07-31,600153 CH Equity,CNE000000WL7,26023401W,-0.010526315789473684,-0.01,,-0.010309278350515464,-0.014705882352941176,,-0.014285714285714285,,,0.021739130434782608,,,0.012987012987012988,,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,,0.014084507042253521,,,,,,-0.01282051282051282,-0.00980392156862745,-0.0012784314732710803
269,2026-07-31,600157 CH Equity,CNE000000WD4,27201501W,,,,,,0.008264462809917356,,,,0.021739130434782608,0.01694915254237288,0.024390243902439025,,,,0.00423728813559322,0.0625,,,0.008771929824561403,,-0.1,-0.02564102564102564,,-0.1,,0.0064516129032258064,,-0.00338019039910102
270,2026-07-31,600160 CH Equity,CNE000000WQ6,27118001W,,,,,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0014275908483984755
271,2026-07-31,600161 CH Equity,CNE000000WF9,25983201W,-0.010526315789473684,-0.01,,-0.010309278350515464,,-0.016666666666666666,,,,,-0.017241379310344827,,,,0.011627906976744186,,,,,-0.017241379310344827,,,,,,,,0.0024752475247524753,-0.0018931702710267854
272,2026-07-31,600170 CH Equity,CNE000000WR4,25135201W,-0.010526315789473684,-0.01,,-0.010309278350515464,-0.014705882352941176,,-0.014285714285714285,,,,-0.017241379310344827,,,0.011627906976744186,,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,0.014084507042253521,,,-0.017857142857142856,,,0.0064516129032258064,-0.00980392156862745,-0.0027701219451230492
273,2026-07-31,600176 CH Equity,CNE000000YM1,25990501W,,,0.010869565217391304,,-0.014705882352941176,,,,0.014925373134328358,0.021739130434782608,,,,,,,,,,,,,,,,,,0.0024752475247524753,0.001669268700013384
274,2026-07-31,600183 CH Equity,CNE000000XL5,25699301W,0.010101010101010102,,0.010869565217391304,,,,,-0.016129032258064516,-0.015151515151515152,,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,,,,0.01282051282051282,0.017857142857142856,,,,0.0024752475247524753,0.0015274814058508297
275,2026-07-31,600188 CH Equity,CNE000000WV6,10889302W,,,0.010869565217391304,,0.014492753623188406,,,,,,,,,,-0.011627906976744186,,,,,,,,,,,-0.02040816326530612,,0.0024752475247524753,0.0007175954441834297
276,2026-07-31,600196 CH Equity,CNE000000X38,26012201W,,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,-0.014285714285714285,,,,,,,0.011627906976744186,,,,,,,,,,,,,,0.0024752475247524753,0.0007417098967026963
277,2026-07-31,600219 CH Equity,CNE000001139,26013801W,,,,,,,,,,0.021739130434782608,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.001999781607700507
278,2026-07-31,600221 CH Equity,CNE0000011C5,22065502W,,,,,,,-0.014285714285714285,,,,,,,-0.011627906976744186,-0.011627906976744186,0.00423728813559322,,0.0045871559633027525,0.01098901098901099,0.008771929824561403,,,,,,,0.0064516129032258064,-0.00980392156862745,-0.0005554096094512596
279,2026-07-31,600233 CH Equity,CNE0000012J8,27215901W,0.010101010101010102,0.009900990099009901,0.010869565217391304,0.01020408163265306,,,,,,0.021739130434782608,,,0.012987012987012988,,,0.00423728813559322,,0.0045871559633027525,,0.008771929824561403,,,,,,0.017857142857142856,0.0064516129032258064,-0.00980392156862745,0.0035583364574401236
280,2026-07-31,600256 CH Equity,CNE0000012G4,25133801W,,,,,,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,-0.1,,,0.05,,,-0.00980392156862745,-0.004742395213256291
281,2026-07-31,600276 CH Equity,CNE0000014W7,27108501W,,,0.010869565217391304,,,0.008264462809917356,0.014285714285714285,,,,,-0.02564102564102564,,,,,,,,,,,,,,,,0.0024752475247524753,0.0011302329483949777
282,2026-07-31,600282 CH Equity,CNE0000014Q9,26008401W,,,,,,,,,,,,,,,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.00037813897131130263
283,2026-07-31,600298 CH Equity,CNE0000014G0,27220501W,,,,,,-0.016666666666666666,,0.015873015873015872,0.014925373134328358,0.021739130434782608,,,,,,0.00423728813559322,,0.0045871559633027525,-0.02127659574468085,,0.014084507042253521,,,,,,,,0.002347430453322659
284,2026-07-31,600309 CH Equity,CNE0000016J9,26026701W,,,,,0.014492753623188406,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,-0.00980392156862745,0.0012027740763772684
285,2026-07-31,600332 CH Equity,CNE000001733,22497602W,0.010101010101010102,,,,0.014492753623188406,,,,,,-0.017241379310344827,,,0.011627906976744186,,,,,0.01098901098901099,-0.017241379310344827,,,,,,,,0.0024752475247524753,0.0010236876831990552
286,2026-07-31,600346 CH Equity,CNE0000018V0,27231201W,,,,0.01020408163265306,,,,,,,,,,,,,,,,,,,,,,,,-0.00980392156862745,-0.00014977307711006211
287,2026-07-31,600348 CH Equity,CNE000001FP1,26016901W,0.010101010101010102,-0.01,0.010869565217391304,-0.010309278350515464,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.0024752475247524753,-0.001899558660739045
288,2026-07-31,600352 CH Equity,CNE000001FJ4,26027601W,,,,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.0005998196439098915
289,2026-07-31,600362 CH Equity,CNE0000019P0,20302402W,,,,,0.014492753623188406,,,0.015873015873015872,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,,,0.0024752475247524753,0.002342259676179918
290,2026-07-31,600369 CH Equity,CNE0000016P6,27217701W,,,,,,-0.016666666666666666,,,,,-0.017241379310344827,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0007650496743788029
291,2026-07-31,600372 CH Equity,CNE0000018C0,27223101W,,,,,,,,,,,,,-0.013157894736842105,,,-0.012658227848101266,,-0.013513513513513514,,-0.017241379310344827,-0.027777777777777776,,,,,,-0.01282051282051282,0.0024752475247524753,-0.0027616323854699827
292,2026-07-31,600390 CH Equity,CNE0000016N1,27221901W,,,,,,,,,,,,,,,,0.00423728813559322,,-0.013513513513513514,,-0.017241379310344827,0.014084507042253521,,,,,,,0.0024752475247524753,-0.0001876082569815867
293,2026-07-31,600392 CH Equity,CNE000001DZ5,27073301W,,,0.010869565217391304,,,,,-0.016129032258064516,-0.015151515151515152,,,,,,,,,,,,,,,,,,,0.0024752475247524753,-0.0010652180596098424
294,2026-07-31,600398 CH Equity,CNE0000016H3,25988901W,-0.010526315789473684,,,,,,,,,,,0.024390243902439025,,,,,,,,0.008771929824561403,,,,-0.017857142857142856,,,0.0064516129032258064,0.0024752475247524753,-0.00039655382066296115
295,2026-07-31,600406 CH Equity,CNE000001G38,27051001W,,,,,,,0.014285714285714285,,,-0.02040816326530612,0.01694915254237288,,,0.011627906976744186,0.011627906976744186,0.00423728813559322,,,0.01098901098901099,,,,,,,-0.02040816326530612,0.0064516129032258064,0.0024752475247524753,0.00040390082310851327
