style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,MP
186,2026-08-31,300433 CH Equity,CNE100001YW7,31937201W,,,-0.0018520693326731488,,,0.001309221424820674,,,-0.00253116142131997,-0.0018983710659899776,,,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,-0.003037393705583964,0.001054650592216654,0.0007481265284689566,-8.359562309102916e-05
187,2026-08-31,300442 CH Equity,CNE100001Z58,31960901W,-0.001633007368593529,,-0.0018520693326731488,,,,-0.0023364566966030493,,,,,,,,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,,0.0010331271107428448,,,,,0.001054650592216654,,-0.0002574722101605866
188,2026-08-31,300450 CH Equity,CNE100001ZF9,31970601W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,,,,-0.0033015148973738737,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,-0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,,0.0005148124924718582,,0.0023364566966030493,,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,0.0007481265284689566,-0.00026667942695525996
189,2026-08-31,300454 CH Equity,CNE1000033T1,32723301W,,,,,,0.001309221424820674,0.0023364566966030493,,,,,,,,,,,,,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,,,0.0002455551276958843
190,2026-08-31,300474 CH Equity,CNE100002664,32145701W,,,,,,-0.0025740624623592913,,,0.00253116142131997,,,,,,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,,-0.0041045860886269785,-0.002977836966258788,-0.002761267005076331,,,-0.002080406647660249,,-0.0007715493367754319
191,2026-08-31,300475 CH Equity,CNE1000020T8,31982701W,,,,,,0.001309221424820674,0.0023364566966030493,,,,,,,,0.002109301184433308,,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,0.001054650592216654,0.0007481265284689566,0.0003456747529125686
192,2026-08-31,300476 CH Equity,CNE1000020V4,31985801W,,,-0.0018520693326731488,-0.0017257918781727068,,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,,0.00019586418711626773
193,2026-08-31,300487 CH Equity,CNE100002136,32002301W,,,-0.0018520693326731488,,0.002301055837563609,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,0.0018520693326731488,,,,,,,,,,,,,-5.1072348743361956e-05
194,2026-08-31,300496 CH Equity,CNE1000021D0,32096101W,,,,,,,,,,,,,,,,,,,,0.0005148124924718582,,,0.0010331271107428448,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,,-0.0002784527386960989
195,2026-08-31,300498 CH Equity,CNE100002508,32066801W,,-0.001581975888324981,,,0.002301055837563609,,,-0.005423917331399936,0.00253116142131997,0.0018749343861629406,,-0.003531853146027865,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,0.0007481265284689566,0.0001750025614006517
196,2026-08-31,300502 CH Equity,CNE100002615,32133601W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,0.001309221424820674,0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,,,0.0007481265284689566,0.0005864268610645537
197,2026-08-31,300548 CH Equity,CNE100002D38,32262901W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,,0.0007481265284689566,0.0005641436012744089
198,2026-08-31,300567 CH Equity,CNE100002DN8,32290201W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,-0.0025740624623592913,-0.0023364566966030493,,,,,,,,-0.002109301184433308,,,,,-0.002024929137055976,,,0.0010331271107428448,,,,0.002664380443494705,,0.0007481265284689566,-0.00035353151421147654
199,2026-08-31,300604 CH Equity,CNE100002Q09,32399601W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,,,0.00253116142131997,0.0018749343861629406,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,-0.002080406647660249,0.0007481265284689566,0.0003935877611771728
200,2026-08-31,300620 CH Equity,CNE100002PK8,32367801W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,0.0018520693326731488,,,0.0005148124924718582,,,0.0010331271107428448,,,,,,0.0007481265284689566,-6.435753371224285e-05
201,2026-08-31,300628 CH Equity,CNE100002PC5,32373301W,,,,,,0.001309221424820674,0.0023364566966030493,,,,,,,,,,0.0018520693326731488,,,0.0005148124924718582,,,0.0010331271107428448,,,,,0.001054650592216654,-0.001488918483129394,0.00022140852826614129
202,2026-08-31,300661 CH Equity,CNE100002NT4,32470501W,,,0.0016688976404307496,,,0.001309221424820674,,,,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,0.002664380443494705,,,0.0005054333147939629
203,2026-08-31,300666 CH Equity,CNE100002NL1,32477401W,-0.001633007368593529,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,0.0018520693326731488,,,,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,0.001054650592216654,-0.001488918483129394,-8.907011502181212e-05
204,2026-08-31,300748 CH Equity,CNE100003G83,32845801W,,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,,,,,-0.0018983710659899776,,,,,,,,,,0.0005148124924718582,,-0.004602111675127218,,,,,,,0.0007481265284689566,6.487233053203718e-05
205,2026-08-31,300750 CH Equity,CNE100003662,32741501W,,,,,,,,,,,,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,-0.003037393705583964,0.001054650592216654,,-0.00011952349399063412
206,2026-08-31,300751 CH Equity,CNE100003FS0,32935601W,,0.0015656668585484349,,0.0017064009581932381,,-0.0025740624623592913,-0.0023364566966030493,,-0.00253116142131997,-0.0018983710659899776,,,,,-0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,-0.003037393705583964,0.001054650592216654,,-0.00024078069547479793
207,2026-08-31,300757 CH Equity,CNE100003JT0,33165201W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,,,,,,,,-0.0033015148973738737,,0.002812401579244411,0.0014463779550399829,-0.002109301184433308,-0.0018520693326731488,,,-0.0022010099315825826,-0.002024929137055976,,-0.004602111675127218,,,,,,-0.002080406647660249,0.0007481265284689566,-0.0007065948592816101
208,2026-08-31,300759 CH Equity,CNE100003JW4,33165401W,,-0.001581975888324981,-0.0018520693326731488,,-0.0023364566966030493,0.001309221424820674,,,,,,-0.003531853146027865,,0.0014463779550399829,,,0.0018520693326731488,,,,,,,,,,0.002664380443494705,,,-0.0001427946317460266
209,2026-08-31,300760 CH Equity,CNE100003G67,32896601W,,,,,,0.001309221424820674,,,,,,,,,,,,,,,,,,,,,,0.001054650592216654,,9.713776043743894e-05
210,2026-08-31,300765 CH Equity,CNE100003K04,33129401W,,,,,-0.0023364566966030493,,,,,,,-0.003531853146027865,-0.002812401579244411,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,-0.002080406647660249,0.0007481265284689566,-0.0004074108820677473
211,2026-08-31,300782 CH Equity,CNE100003QK4,33263901W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,0.001309221424820674,,,,,,,,,-0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,-0.0022010099315825826,-0.002024929137055976,,,0.0010331271107428448,-0.002977836966258788,-0.002761267005076331,,0.002664380443494705,-0.002080406647660249,-0.001488918483129394,-0.0008621005136597751
212,2026-08-31,300803 CH Equity,CNE000001QQ6,33497501W,,,,,,0.001309221424820674,,,,,,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,0.002109301184433308,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,,,,,,,-5.718982031070665e-05
213,2026-08-31,300832 CH Equity,CNE100003T39,33837401W,,,-0.0018520693326731488,,,,0.0023364566966030493,,,,,,,,,,0.0018520693326731488,,,,,,,,,,,,-0.001488918483129394,1.2365477671221743e-05
214,2026-08-31,300857 CH Equity,CNE100004173,34525801W,,,,,,0.001309221424820674,-0.0023364566966030493,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,0.002664380443494705,,0.0007481265284689566,0.0004967163722394169
215,2026-08-31,300866 CH Equity,CNE1000047B9,33949401W,,,-0.0018520693326731488,,,0.001309221424820674,,,,,,,,,0.002109301184433308,0.0018520693326731488,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,,,0.00013404936505411873
216,2026-08-31,300896 CH Equity,CNE100004868,34019201W,,,,,,0.001309221424820674,0.0023364566966030493,,,,,,,,,,,-0.003996570665242057,,,,,,,,,,,0.0007481265284689566,5.776816856057222e-05
217,2026-08-31,300919 CH Equity,CNE1000049X9,34607201W,,,0.0016688976404307496,,,,-0.0023364566966030493,,,,-0.0033015148973738737,,-0.002812401579244411,-0.002812401579244411,,,,,0.000744459241564697,0.0005148124924718582,,-0.004602111675127218,,-0.002977836966258788,-0.002761267005076331,,0.002664380443494705,,0.0007481265284689566,-0.0007184216336049465
218,2026-08-31,301236 CH Equity,CNE1000058S0,18604101W,,,,,,,,,,,,,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,0.002664380443494705,-0.002080406647660249,0.0007481265284689566,9.73347770216156e-05
219,2026-08-31,301269 CH Equity,CNE100005GY1,35399801W,,-0.001581975888324981,,,,,,,,,,,,,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,,0.0010331271107428448,,,,,,,-0.0001649475913305852
220,2026-08-31,301308 CH Equity,CNE100005K10,35384701W,0.001633007368593529,,,0.0017064009581932381,,0.001309221424820674,-0.0023364566966030493,,0.00253116142131997,0.0018749343861629406,,,,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,-0.002977836966258788,-0.002761267005076331,,0.002664380443494705,-0.002080406647660249,0.0007481265284689566,-0.00012041515255927154
221,2026-08-31,301358 CH Equity,CNE100005YS6,35566601W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,,,,0.0018749343861629406,-0.0033015148973738737,0.0017867021797552728,,-0.002812401579244411,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,-0.002977836966258788,-0.002761267005076331,,0.002664380443494705,-0.002080406647660249,0.0007481265284689566,-0.00032015520002883505
222,2026-08-31,301550 CH Equity,CNE1000068M2,35831301W,,,,,,,,,,,,,-0.002812401579244411,,-0.002109301184433308,,,-0.003996570665242057,-0.0022010099315825826,-0.002024929137055976,,,,,,,,-0.002080406647660249,,-0.0004024758328782708
223,2026-08-31,600000 CH Equity,CNE0000011B7,24382901W,-0.001633007368593529,-0.001581975888324981,,-0.0017257918781727068,-0.0023364566966030493,0.001309221424820674,,,,,,-0.003531853146027865,,,-0.002109301184433308,,,-0.003996570665242057,,-0.002024929137055976,,,,,,,,,,-0.000518707875157464
224,2026-08-31,600009 CH Equity,CNE000000V89,24363201W,,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,-0.0023364566966030493,,,,,,,,,0.0014463779550399829,-0.002109301184433308,-0.0018520693326731488,,,-0.0022010099315825826,-0.002024929137055976,,0.0023364566966030493,,0.0029205708707538114,0.002711958665699968,,,0.001054650592216654,-0.001488918483129394,-4.191605050433866e-05
225,2026-08-31,600010 CH Equity,CNE0000017H1,25133401W,,,,,,,,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,,8.391596904713271e-05
226,2026-08-31,600011 CH Equity,CNE000001998,03074702W,,-0.001581975888324981,0.0016688976404307496,-0.0017257918781727068,,,,-0.005423917331399936,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,0.011682283483015246,,0.0010331271107428448,,,0.008437204737733232,,0.001054650592216654,,0.00033773950531115396
227,2026-08-31,600015 CH Equity,CNE000001FW7,26001001W,,0.0015656668585484349,,0.0017064009581932381,-0.0023364566966030493,0.001309221424820674,,,,,,-0.003531853146027865,,,,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,,-0.001488918483129394,-0.00010379779828051584
228,2026-08-31,600016 CH Equity,CNE0000015Y0,24948201W,,-0.001581975888324981,,-0.0017257918781727068,,,,,,,,-0.003531853146027865,,,-0.002109301184433308,,,,,-0.002024929137055976,,0.0023364566966030493,,,,,,,,-0.0001715697474134277
229,2026-08-31,600019 CH Equity,CNE0000015R4,24947901W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,-0.0023364566966030493,,,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,,-0.000291392415148552
230,2026-08-31,600021 CH Equity,CNE000001G53,26016301W,,,,,,-0.0025740624623592913,,-0.005423917331399936,,,,,,0.0014463779550399829,,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,-0.016874409475466465,,,,-0.0006099980668703884
231,2026-08-31,600023 CH Equity,CNE100001SP3,31693701W,-0.001633007368593529,,,,0.002301055837563609,0.001309221424820674,,,,,,,0.002812401579244411,-0.002812401579244411,,,,0.003996570665242057,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,0.0010331271107428448,,0.002711958665699968,,,,,0.0001777930750230554
232,2026-08-31,600026 CH Equity,CNE000001BD6,21175902W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,-0.005423917331399936,,,,,,,,,,,,,,,0.0010331271107428448,,-0.002761267005076331,0.008437204737733232,0.002664380443494705,,-0.001488918483129394,-4.9367684143389174e-05
233,2026-08-31,600027 CH Equity,CNE000001LJ2,23602502W,0.001633007368593529,,,,,0.001309221424820674,,,0.00253116142131997,0.0018749343861629406,-0.0033015148973738737,,-0.002812401579244411,,,,,,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,0.0010331271107428448,,,,,0.001054650592216654,,-0.00013943018328711222
234,2026-08-31,600028 CH Equity,CNE0000018G1,14075602W,-0.001633007368593529,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,-0.0023364566966030493,,,,,,,,,,,0.0018520693326731488,,,,,,,0.0010331271107428448,,,0.008437204737733232,,,0.0007481265284689566,0.00010213897815146623
235,2026-08-31,600029 CH Equity,CNE000001FG0,20580902W,-0.001633007368593529,-0.001581975888324981,0.0016688976404307496,,0.002301055837563609,,-0.0023364566966030493,,,,,,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,,5.014236190599826e-05
236,2026-08-31,600030 CH Equity,CNE000001DB6,25712001W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,,,,,,0.002812401579244411,0.0014463779550399829,,,,,,0.0005148124924718582,,-0.004602111675127218,,,,,,,0.0007481265284689566,0.0001045273794730649
237,2026-08-31,600031 CH Equity,CNE000001F70,26012701W,,,-0.0018520693326731488,,,,,,,,-0.0033015148973738737,0.0017867021797552728,,0.0014463779550399829,,-0.0018520693326731488,,,,0.0005148124924718582,,0.0023364566966030493,,0.0029205708707538114,0.002711958665699968,,,0.001054650592216654,,0.0002934570848744419
238,2026-08-31,600036 CH Equity,CNE000001B33,25402301W,,,,,,,,,,,,,,,,,,-0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,,,-6.920644494631241e-05
239,2026-08-31,600039 CH Equity,CNE000001DQ4,27075201W,,,,,-0.0023364566966030493,,-0.0023364566966030493,,,,,0.0017867021797552728,-0.002812401579244411,,,,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,,-0.0005201756816615886
240,2026-08-31,600050 CH Equity,CNE000001CS2,25736201W,,0.0015656668585484349,-0.0018520693326731488,,,,-0.0023364566966030493,-0.005423917331399936,,,,-0.003531853146027865,,0.0014463779550399829,,,,,,,0.011682283483015246,0.0023364566966030493,0.0010331271107428448,,,-0.016874409475466465,,0.001054650592216654,,-0.00014439796602291056
241,2026-08-31,600060 CH Equity,CNE000000PF3,24379501W,,,0.0016688976404307496,,-0.0023364566966030493,,0.0023364566966030493,,,,,,0.002812401579244411,,0.002109301184433308,0.0018520693326731488,0.0018520693326731488,0.003996570665242057,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,,0.0003391312062561666
242,2026-08-31,600061 CH Equity,CNE000000Q11,27244501W,,,,,,-0.0025740624623592913,,,,,,0.0017867021797552728,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,,,,,,,,0.0007481265284689566,2.787731382367688e-05
243,2026-08-31,600066 CH Equity,CNE000000PY4,26027901W,,,-0.0018520693326731488,,,,0.0023364566966030493,,,-0.0018983710659899776,,0.0017867021797552728,0.002812401579244411,,0.002109301184433308,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,-0.002977836966258788,-0.002761267005076331,,,0.001054650592216654,-0.001488918483129394,-0.00038990476027769583
244,2026-08-31,600085 CH Equity,CNE000000R69,25130201W,-0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,0.001309221424820674,,,,,,0.0017867021797552728,,0.0014463779550399829,,,,0.003996570665242057,,,,,,,,,,0.001054650592216654,0.0007481265284689566,0.00033687073622546337
245,2026-08-31,600089 CH Equity,CNE000000RB8,27104701W,,0.0015656668585484349,,0.0017064009581932381,0.002301055837563609,,,,,0.0018749343861629406,,-0.003531853146027865,,,,-0.0018520693326731488,-0.0018520693326731488,,,0.0005148124924718582,,,,,,,,,,0.00022491805116657784
246,2026-08-31,600096 CH Equity,CNE000000S01,27087001W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001488918483129394,-5.939466815061086e-05
247,2026-08-31,600104 CH Equity,CNE000000TY6,24380401W,-0.001633007368593529,-0.001581975888324981,-0.0018520693326731488,-0.0017257918781727068,,,,,,,,,,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,-0.011682283483015246,,,-0.002977836966258788,,,,0.001054650592216654,,-0.0006258766931217962
248,2026-08-31,600105 CH Equity,CNE000000T83,27197501W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,,,,,,,,,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,,,,,,0.0007481265284689566,0.0002577553797184272
249,2026-08-31,600109 CH Equity,CNE000000SV4,27202001W,,0.0015656668585484349,,,,,,,,,,,0.002812401579244411,0.0014463779550399829,0.002109301184433308,,,,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,0.00019696105311294685
250,2026-08-31,600111 CH Equity,CNE000000T18,27104401W,,-0.001581975888324981,0.0016688976404307496,,,,,,0.00253116142131997,0.0018749343861629406,,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,0.00013903977174429698
251,2026-08-31,600115 CH Equity,CNE000000TR0,06433602W,-0.001633007368593529,-0.001581975888324981,0.0016688976404307496,-0.0017257918781727068,0.002301055837563609,,-0.0023364566966030493,,,,0.0034515837563454136,-0.003531853146027865,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,,0.000132350588627877
252,2026-08-31,600118 CH Equity,CNE000000SM3,27193701W,,,,,,,,,,0.0018749343861629406,0.0034515837563454136,0.0017867021797552728,0.002812401579244411,0.0014463779550399829,,,,,,0.0005148124924718582,,,,-0.002977836966258788,-0.002761267005076331,,,-0.002080406647660249,0.0007481265284689566,-8.896991948936077e-05
253,2026-08-31,600141 CH Equity,CNE000000ZC9,27209501W,-0.001633007368593529,,,,,,,,,,-0.0033015148973738737,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,,,,,,,-0.001488918483129394,-0.00037381797714233127
254,2026-08-31,600143 CH Equity,CNE000001JP3,27068101W,,,,,,,,,,,0.0034515837563454136,,,,,,,,,,,,,,,,,,,0.00018982031075017925
255,2026-08-31,600150 CH Equity,CNE000000W05,27122801W,0.001633007368593529,0.0015656668585484349,,0.0017064009581932381,,,,,,,-0.0033015148973738737,0.0017867021797552728,-0.002812401579244411,0.0014463779550399829,,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,-0.002761267005076331,,,0.001054650592216654,0.0007481265284689566,-7.1146654026800365e-06
256,2026-08-31,600153 CH Equity,CNE000000WL7,26023401W,0.001633007368593529,,,,-0.0023364566966030493,,-0.0023364566966030493,,,,0.0034515837563454136,0.0017867021797552728,,,0.002109301184433308,,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,-0.002977836966258788,,,,-0.002080406647660249,-0.001488918483129394,-0.00023313893403154558
257,2026-08-31,600157 CH Equity,CNE000000WD4,27201501W,,,,,,,,0.010847834662799871,,,0.0034515837563454136,,0.002812401579244411,0.0014463779550399829,,,,0.003996570665242057,,0.0005148124924718582,0.011682283483015246,,-0.0041045860886269785,,-0.002761267005076331,-0.016874409475466465,,0.001054650592216654,,0.0005249955187828875
258,2026-08-31,600160 CH Equity,CNE000000WQ6,27118001W,,,,,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,,,,,,,,,,,,,,0.0007481265284689566,-0.0001601277342460876
259,2026-08-31,600161 CH Equity,CNE000000WF9,25983201W,,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,,-0.0025740624623592913,,,,,,,-0.002812401579244411,-0.002812401579244411,,,0.0018520693326731488,,,,,,,,,,,-0.002080406647660249,,-0.00018582170565154888
260,2026-08-31,600176 CH Equity,CNE000000YM1,25990501W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,,,,0.0018749343861629406,0.0034515837563454136,,,,,,,,,,,,,,,,,,,0.0004818452549739795
261,2026-08-31,600183 CH Equity,CNE000000XL5,25699301W,0.001633007368593529,0.0015656668585484349,0.0016688976404307496,0.0017064009581932381,,,,,-0.00253116142131997,-0.0018983710659899776,,,,,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,0.0010331271107428448,0.0029205708707538114,0.002711958665699968,,-0.003037393705583964,,0.0007481265284689566,0.000467669357664771
262,2026-08-31,600188 CH Equity,CNE000000WV6,10889302W,,-0.001581975888324981,,-0.0017257918781727068,0.002301055837563609,,,,,,,,,,,,-0.0018520693326731488,,,,,,0.0010331271107428448,,,0.008437204737733232,-0.003037393705583964,,,0.00012151431406161577
263,2026-08-31,600196 CH Equity,CNE000000X38,26012201W,0.001633007368593529,,,,,,-0.0023364566966030493,,,,,,,0.0014463779550399829,,0.0018520693326731488,,,,,,,,,,,,0.001054650592216654,0.0007481265284689566,0.00010898480214020154
264,2026-08-31,600219 CH Equity,CNE000001139,26013801W,-0.001633007368593529,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,,,,,,,0.0034515837563454136,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,0.0003020645207227361
265,2026-08-31,600221 CH Equity,CNE0000011C5,22065502W,,,,,,,-0.0023364566966030493,,,,,0.0017867021797552728,,0.0014463779550399829,,-0.0018520693326731488,-0.0018520693326731488,,0.000744459241564697,0.0005148124924718582,,,,,,,,0.001054650592216654,-0.001488918483129394,-9.476331867674316e-05
266,2026-08-31,600233 CH Equity,CNE0000012J8,27215901W,,,0.0016688976404307496,,,,,,,-0.0018983710659899776,0.0034515837563454136,,,0.0014463779550399829,0.002109301184433308,,,,0.000744459241564697,0.0005148124924718582,,,,,,,0.002664380443494705,0.001054650592216654,-0.001488918483129394,0.0003175375863473889
267,2026-08-31,600256 CH Equity,CNE0000012G4,25133801W,,,,,,,,0.010847834662799871,,,,,,,,-0.0018520693326731488,-0.0018520693326731488,,,,,,-0.0041045860886269785,,,,,,-0.001488918483129394,0.0001292836399442006
268,2026-08-31,600276 CH Equity,CNE0000014W7,27108501W,0.001633007368593529,,,,,0.001309221424820674,0.0023364566966030493,,,,,,,,,,,-0.003996570665242057,,,,,,,,,,,,7.686462838272822e-05
269,2026-08-31,600282 CH Equity,CNE0000014Q9,26008401W,,,,,-0.0023364566966030493,,,,,,,,,,,,0.0018520693326731488,,,,,,,,,,,,,-0.00011338004979856015
270,2026-08-31,600298 CH Equity,CNE0000014G0,27220501W,,,-0.0018520693326731488,,-0.0023364566966030493,-0.0025740624623592913,,-0.005423917331399936,0.00253116142131997,0.0018749343861629406,0.0034515837563454136,-0.003531853146027865,,,,,,,0.000744459241564697,0.0005148124924718582,,0.0023364566966030493,,,,,,,,-6.898370181623973e-05
271,2026-08-31,600309 CH Equity,CNE0000016J9,26026701W,,,0.0016688976404307496,,,,,,,0.0018749343861629406,,,,,,,,,,,,,,,,,,,-0.001488918483129394,7.60912078063463e-05
272,2026-08-31,600332 CH Equity,CNE000001733,22497602W,,,,,0.002301055837563609,,,,,,,0.0017867021797552728,-0.002812401579244411,-0.002812401579244411,,0.0018520693326731488,,,,,,,,,,,,,0.0007481265284689566,0.00016354494282066928
273,2026-08-31,600346 CH Equity,CNE0000018V0,27231201W,0.001633007368593529,0.0015656668585484349,-0.0018520693326731488,0.0017064009581932381,,,,,,,,,,,,,,,,,,,,,,,,,-0.001488918483129394,3.6970118780515914e-05
274,2026-08-31,600348 CH Equity,CNE000001FP1,26016901W,,,,,,,,-0.005423917331399936,,,,,,,,,,,,,,,0.0010331271107428448,,,-0.016874409475466465,,,0.0007481265284689566,-0.00045075867676418305
275,2026-08-31,600352 CH Equity,CNE000001FJ4,26027601W,,,0.0016688976404307496,-0.0017257918781727068,,,,,,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,,7.943061141621441e-05
276,2026-08-31,600362 CH Equity,CNE0000019P0,20302402W,,,,,,,,,0.00253116142131997,,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,0.0007481265284689566,0.00022145227263043797
277,2026-08-31,600369 CH Equity,CNE0000016P6,27217701W,,,,,,-0.0025740624623592913,,,,,,,-0.002812401579244411,,,,,,,0.0005148124924718582,,,,,,,,,0.0007481265284689566,-7.997428621369404e-05
278,2026-08-31,600372 CH Equity,CNE0000018C0,27223101W,,,,,,,,,,0.0018749343861629406,0.0034515837563454136,,,-0.002812401579244411,-0.002109301184433308,,,,-0.0022010099315825826,-0.002024929137055976,,-0.004602111675127218,,,,,,-0.002080406647660249,0.0007481265284689566,-0.00016463692158889584
279,2026-08-31,600378 CH Equity,CNE0000016V4,27219201W,-0.001633007368593529,,,,-0.0023364566966030493,,,,-0.00253116142131997,-0.0018983710659899776,,,,,,0.0018520693326731488,0.0018520693326731488,,,,,,,,,,,,,-0.00031241471925453284
